id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,mcc_type,fraud
7476378,2010-01-01 09:25:00,47,5381,$1.49,Swipe Transaction,83229,Huntington,WV,25704.0,5411,,"Grocery Stores, Supermarkets",
7476652,2010-01-01 10:24:00,47,5080,$2.64,Swipe Transaction,75936,Huntington,WV,25704.0,5814,,Fast Food Restaurants,
7478738,2010-01-01 18:51:00,47,4952,$43.66,Swipe Transaction,78454,Huntington,WV,25704.0,5812,,Eating Places and Restaurants,0.0
7480394,2010-01-02 09:41:00,47,4952,$2.34,Swipe Transaction,43293,Huntington,WV,25705.0,5499,,Miscellaneous Food Stores,
7480741,2010-01-02 11:07:00,47,5381,$32.03,Swipe Transaction,87133,Huntington,WV,25704.0,7230,,Beauty and Barber Shops,
7484218,2010-01-03 09:36:00,47,4952,$2.38,Swipe Transaction,58954,Huntington,WV,25704.0,5812,,Eating Places and Restaurants,0.0
7487047,2010-01-04 01:11:00,47,5080,$-325.00,Swipe Transaction,10991,Huntington,WV,25704.0,7011,,"Lodging - Hotels, Motels, Resorts",0.0
7487056,2010-01-04 01:23:00,47,5080,$179.59,Swipe Transaction,10991,Huntington,WV,25704.0,7011,,"Lodging - Hotels, Motels, Resorts",
7488223,2010-01-04 09:48:00,47,5080,$2.03,Swipe Transaction,74040,Bronx,NY,10456.0,5411,,"Grocery Stores, Supermarkets",0.0
7488396,2010-01-04 10:25:00,47,5381,$1.23,Swipe Transaction,14528,Bronx,NY,10456.0,5499,,Miscellaneous Food Stores,
7488816,2010-01-04 11:53:00,47,5381,$46.48,Swipe Transaction,61195,Bronx,NY,10456.0,5541,,Service Stations,0.0
7490392,2010-01-04 18:39:00,47,4952,$18.67,Swipe Transaction,75936,Bronx,NY,10456.0,5814,,Fast Food Restaurants,0.0
7492054,2010-01-05 09:34:00,47,5381,$2.08,Swipe Transaction,20519,Bronx,NY,10458.0,5942,,Book Stores,0.0
7492727,2010-01-05 11:54:00,47,5080,$59.15,Online Transaction,73186,ONLINE,,,4814,,Telecommunication Services,0.0
7494778,2010-01-05 22:10:00,47,5381,$62.00,Swipe Transaction,43293,Bronx,NY,10456.0,5499,,Miscellaneous Food Stores,0.0
7494793,2010-01-05 22:18:00,47,5381,$48.76,Swipe Transaction,43293,Bronx,NY,10456.0,5499,,Miscellaneous Food Stores,0.0
7494809,2010-01-05 22:26:00,47,5381,$-62.00,Swipe Transaction,43293,Bronx,NY,10456.0,5499,,Miscellaneous Food Stores,0.0
