id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,mcc_type,fraud
7475578,2010-01-01 06:02:00,38,2526,$14.67,Online Transaction,50404,ONLINE,,,4784,,Tolls and Bridge Fees,0.0
7475772,2010-01-01 06:59:00,38,2526,$38.50,Online Transaction,39021,ONLINE,,,4784,,Tolls and Bridge Fees,
7478766,2010-01-01 19:01:00,38,2526,$32.98,Swipe Transaction,64718,Fort Myers,FL,33901.0,5812,,Eating Places and Restaurants,0.0
7479002,2010-01-01 20:29:00,38,2526,$32.48,Online Transaction,87530,ONLINE,,,4900,,"Utilities - Electric, Gas, Water, Sanitary",0.0
7479106,2010-01-01 21:03:00,38,2526,$29.59,Online Transaction,39021,ONLINE,,,4784,Bad Expiration,Tolls and Bridge Fees,0.0
7479112,2010-01-01 21:07:00,38,2526,$23.05,Online Transaction,39021,ONLINE,,,4784,,Tolls and Bridge Fees,
7479207,2010-01-01 21:48:00,38,2526,$31.44,Online Transaction,50404,ONLINE,,,4784,,Tolls and Bridge Fees,
7479769,2010-01-02 06:46:00,38,2526,$19.90,Online Transaction,50404,ONLINE,,,4784,,Tolls and Bridge Fees,0.0
7482421,2010-01-02 18:32:00,38,2526,$216.30,Swipe Transaction,68685,Fort Myers,FL,33901.0,4900,,"Utilities - Electric, Gas, Water, Sanitary",0.0
7482523,2010-01-02 19:11:00,38,2526,$22.46,Swipe Transaction,64718,Fort Myers,FL,33901.0,5812,,Eating Places and Restaurants,
7482812,2010-01-02 21:36:00,38,2526,$37.24,Online Transaction,50404,ONLINE,,,4784,,Tolls and Bridge Fees,0.0
7483449,2010-01-03 06:52:00,38,2526,$34.52,Online Transaction,50404,ONLINE,,,4784,,Tolls and Bridge Fees,0.0
7485600,2010-01-03 14:44:00,38,2526,$100.00,Swipe Transaction,27092,Naples,FL,34110.0,4829,,Money Transfer,
7486824,2010-01-03 21:43:00,38,2526,$38.71,Online Transaction,50404,ONLINE,,,4784,,Tolls and Bridge Fees,0.0
7487449,2010-01-04 06:56:00,38,2526,$34.32,Online Transaction,50404,ONLINE,,,4784,,Tolls and Bridge Fees,0.0
7488111,2010-01-04 09:21:00,38,2526,$2.07,Swipe Transaction,44886,Fort Myers,FL,33901.0,5411,,"Grocery Stores, Supermarkets",0.0
7489320,2010-01-04 13:38:00,38,2526,$2.70,Swipe Transaction,60569,Cape Coral,FL,33914.0,5300,,Wholesale Clubs,0.0
7490771,2010-01-04 22:03:00,38,2526,$27.79,Online Transaction,50404,ONLINE,,,4784,,Tolls and Bridge Fees,0.0
7491340,2010-01-05 06:53:00,38,2526,$38.27,Online Transaction,39021,ONLINE,,,4784,,Tolls and Bridge Fees,0.0
7491951,2010-01-05 09:11:00,38,2526,$2.31,Swipe Transaction,45926,Fort Myers,FL,33901.0,5814,,Fast Food Restaurants,0.0
7494444,2010-01-05 19:19:00,38,2526,$32.41,Swipe Transaction,45926,Fort Myers,FL,33901.0,5814,,Fast Food Restaurants,0.0
7494693,2010-01-05 21:33:00,38,2526,$31.78,Online Transaction,39021,ONLINE,,,4784,,Tolls and Bridge Fees,0.0
7495359,2010-01-06 06:56:00,38,2526,$30.49,Online Transaction,50404,ONLINE,,,4784,,Tolls and Bridge Fees,
7495975,2010-01-06 09:12:00,38,2526,$3.21,Swipe Transaction,20519,Naples,FL,34103.0,5942,,Book Stores,0.0
7496292,2010-01-06 10:18:00,38,2526,$2.50,Swipe Transaction,86438,Fort Myers,FL,33901.0,5499,,Miscellaneous Food Stores,0.0
7496552,2010-01-06 11:10:00,38,2526,$40.64,Online Transaction,52100,ONLINE,,,7801,,"Athletic Fields, Commercial Sports",0.0
7498730,2010-01-06 21:21:00,38,2526,$32.92,Online Transaction,50404,ONLINE,,,4784,,Tolls and Bridge Fees,0.0
7498783,2010-01-06 21:53:00,38,2526,$30.03,Online Transaction,50404,ONLINE,,,4784,,Tolls and Bridge Fees,0.0
7499301,2010-01-07 06:33:00,38,2526,$51.00,Swipe Transaction,59935,Fort Myers,FL,33901.0,5499,,Miscellaneous Food Stores,0.0
7499322,2010-01-07 06:37:00,38,2526,$42.00,Online Transaction,50404,ONLINE,,,4784,,Tolls and Bridge Fees,0.0
