id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,mcc_type,fraud
7475417,2010-01-01 02:11:00,34,1166,$4.07,Swipe Transaction,49789,Sacramento,CA,95829.0,5541,,Service Stations,0.0
7479536,2010-01-02 02:17:00,34,3342,$4.40,Swipe Transaction,23481,Sacramento,CA,95829.0,5812,,Eating Places and Restaurants,0.0
7480094,2010-01-02 08:14:00,34,1166,$40.00,Swipe Transaction,27092,Sacramento,CA,95829.0,4829,,Money Transfer,0.0
7480613,2010-01-02 10:39:00,34,1166,$62.84,Swipe Transaction,19964,Sacramento,CA,95831.0,5311,,Department Stores,
7482430,2010-01-02 18:34:00,34,3342,$40.26,Swipe Transaction,75936,Sacramento,CA,95829.0,5814,,Fast Food Restaurants,0.0
7483100,2010-01-03 02:29:00,34,1166,$2.76,Swipe Transaction,23481,Sacramento,CA,95829.0,5812,,Eating Places and Restaurants,0.0
7484001,2010-01-03 08:48:00,34,3342,$60.00,Swipe Transaction,27092,Sacramento,CA,95829.0,4829,,Money Transfer,0.0
7486385,2010-01-03 18:28:00,34,1166,$38.42,Swipe Transaction,56981,Sacramento,CA,95829.0,5812,,Eating Places and Restaurants,0.0
7487089,2010-01-04 02:15:00,34,3342,$5.58,Swipe Transaction,23481,Sacramento,CA,95829.0,5812,,Eating Places and Restaurants,0.0
7487935,2010-01-04 08:45:00,34,3342,$40.00,Swipe Transaction,27092,Sacramento,CA,95829.0,4829,,Money Transfer,0.0
7490721,2010-01-04 21:29:00,34,1166,$105.07,Swipe Transaction,54850,Sacramento,CA,95829.0,4814,,Telecommunication Services,0.0
7491002,2010-01-05 02:19:00,34,1166,$5.43,Swipe Transaction,50783,Sacramento,CA,95829.0,5411,,"Grocery Stores, Supermarkets",0.0
7491034,2010-01-05 03:35:00,34,3342,$70.81,Online Transaction,726,ONLINE,,,4900,,"Utilities - Electric, Gas, Water, Sanitary",
7491436,2010-01-05 07:16:00,34,1166,$16.70,Swipe Transaction,49789,Sacramento,CA,95829.0,5541,,Service Stations,
7494313,2010-01-05 18:27:00,34,3342,$45.74,Swipe Transaction,23481,Sacramento,CA,95829.0,5812,,Eating Places and Restaurants,
7494985,2010-01-06 02:01:00,34,1166,$88.44,Swipe Transaction,30625,Sacramento,CA,95829.0,4900,,"Utilities - Electric, Gas, Water, Sanitary",0.0
7495892,2010-01-06 08:54:00,34,1166,$40.00,Swipe Transaction,27092,Sacramento,CA,95829.0,4829,,Money Transfer,0.0
7497379,2010-01-06 14:06:00,34,1166,$14.93,Swipe Transaction,38883,Sacramento,CA,95829.0,5411,,"Grocery Stores, Supermarkets",0.0
7497484,2010-01-06 14:31:00,34,3342,$4.51,Swipe Transaction,11078,Sacramento,CA,95829.0,5310,,Discount Stores,0.0
7502322,2010-01-07 18:32:00,34,1166,$55.62,Swipe Transaction,23481,Sacramento,CA,95829.0,5812,,Eating Places and Restaurants,0.0
7502430,2010-01-07 19:10:00,34,1166,$40.59,Swipe Transaction,75936,Sacramento,CA,95829.0,5814,,Fast Food Restaurants,0.0
7502465,2010-01-07 19:25:00,34,1166,$160.50,Swipe Transaction,60569,Sacramento,CA,95838.0,5300,,Wholesale Clubs,
7503004,2010-01-08 02:16:00,34,1166,$4.74,Swipe Transaction,75936,Sacramento,CA,95829.0,5814,,Fast Food Restaurants,0.0
7503684,2010-01-08 08:44:00,34,1166,$40.00,Swipe Transaction,27092,Sacramento,CA,95829.0,4829,,Money Transfer,
