id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,mcc_type,fraud
7475676,2010-01-01 06:31:00,46,2925,$11.00,Swipe Transaction,78499,Howard Beach,NY,11414.0,5812,,Eating Places and Restaurants,0.0
7475817,2010-01-01 07:08:00,46,2925,$-73.00,Swipe Transaction,50867,Kew Gardens,NY,11415.0,5541,,Service Stations,
7475852,2010-01-01 07:14:00,46,2925,$78.14,Swipe Transaction,50867,Kew Gardens,NY,11415.0,5541,,Service Stations,0.0
7475892,2010-01-01 07:25:00,46,2925,$73.00,Swipe Transaction,50867,Kew Gardens,NY,11415.0,5541,,Service Stations,0.0
7476723,2010-01-01 10:40:00,46,2925,$10.92,Swipe Transaction,46284,Kew Gardens,NY,11415.0,5411,,"Grocery Stores, Supermarkets",0.0
7476912,2010-01-01 11:20:00,46,3732,$18.04,Swipe Transaction,88646,Ozone Park,NY,11417.0,5812,,Eating Places and Restaurants,0.0
7483414,2010-01-03 06:44:00,46,2925,$14.75,Swipe Transaction,50867,Kew Gardens,NY,11415.0,5541,,Service Stations,0.0
7488623,2010-01-04 11:14:00,46,1167,$15.03,Swipe Transaction,98648,Howard Beach,NY,11414.0,5814,,Fast Food Restaurants,0.0
7490978,2010-01-05 01:42:00,46,2925,$113.52,Swipe Transaction,50867,Kew Gardens,NY,11415.0,5541,,Service Stations,0.0
7491345,2010-01-05 06:54:00,46,1167,$12.93,Swipe Transaction,88646,Ozone Park,NY,11417.0,5812,,Eating Places and Restaurants,
7495666,2010-01-06 08:07:00,46,3732,$51.68,Swipe Transaction,28576,Howard Beach,NY,11414.0,7230,,Beauty and Barber Shops,0.0
7496305,2010-01-06 10:22:00,46,2925,$78.82,Swipe Transaction,19300,Kew Gardens,NY,11415.0,4111,,Local and Suburban Commuter Transportation,0.0
7498245,2010-01-06 17:35:00,46,2925,$270.49,Online Transaction,96529,ONLINE,,,4899,,"Cable, Satellite, and Other Pay Television Services",0.0
7499329,2010-01-07 06:39:00,46,1167,$8.77,Swipe Transaction,46284,Kew Gardens,NY,11415.0,5411,,"Grocery Stores, Supermarkets",0.0
7499589,2010-01-07 07:39:00,46,3732,$53.71,Online Transaction,81759,ONLINE,,,7349,,Cleaning and Maintenance Services,
7500186,2010-01-07 09:53:00,46,3732,$55.38,Swipe Transaction,30286,Ozone Park,NY,11416.0,4814,,Telecommunication Services,0.0
7503236,2010-01-08 06:37:00,46,2925,$180.00,Swipe Transaction,27092,Ozone Park,NY,11416.0,4829,,Money Transfer,
7503247,2010-01-08 06:42:00,46,1167,$9.16,Swipe Transaction,98648,Howard Beach,NY,11414.0,5814,,Fast Food Restaurants,
7503515,2010-01-08 07:52:00,46,2925,$12.59,Swipe Transaction,50867,Kew Gardens,NY,11415.0,5541,,Service Stations,
7505804,2010-01-08 17:50:00,46,2925,$263.82,Online Transaction,86369,ONLINE,,,4899,,"Cable, Satellite, and Other Pay Television Services",
7508876,2010-01-09 14:51:00,46,1167,$17.22,Swipe Transaction,83480,Kew Gardens,NY,11415.0,9402,,Postal Services - Government Only,0.0
7509617,2010-01-09 18:31:00,46,1167,$29.47,Swipe Transaction,98648,Howard Beach,NY,11414.0,5814,,Fast Food Restaurants,
7510546,2010-01-10 06:22:00,46,3732,$14.97,Swipe Transaction,78499,Howard Beach,NY,11414.0,5812,,Eating Places and Restaurants,0.0
7510618,2010-01-10 06:37:00,46,3732,$10.22,Swipe Transaction,52225,Howard Beach,NY,11414.0,5411,,"Grocery Stores, Supermarkets",0.0
7515527,2010-01-11 09:46:00,46,3732,$22.78,Swipe Transaction,60569,Kew Gardens,NY,11415.0,5300,,Wholesale Clubs,0.0
7516717,2010-01-11 14:05:00,46,1167,$15.04,Swipe Transaction,24504,South Ozone Park,NY,11420.0,4214,,Motor Freight Carriers and Trucking,0.0
7517703,2010-01-11 18:31:00,46,2925,$16.12,Swipe Transaction,19964,Howard Beach,NY,11414.0,5311,,Department Stores,
7518572,2010-01-12 06:10:00,46,3732,$15.81,Swipe Transaction,46284,Kew Gardens,NY,11415.0,5411,,"Grocery Stores, Supermarkets",0.0
7518741,2010-01-12 06:52:00,46,3732,$8.85,Swipe Transaction,46284,Kew Gardens,NY,11415.0,5411,,"Grocery Stores, Supermarkets",0.0
7522758,2010-01-13 07:10:00,46,3732,$7.23,Swipe Transaction,78499,Howard Beach,NY,11414.0,5812,,Eating Places and Restaurants,0.0
7524679,2010-01-13 13:57:00,46,2925,$97.55,Swipe Transaction,32175,Howard Beach,NY,11414.0,7538,,Automotive Service Shops,0.0
7526495,2010-01-14 06:05:00,46,3732,$11.60,Swipe Transaction,78499,Howard Beach,NY,11414.0,5812,,Eating Places and Restaurants,0.0
7526684,2010-01-14 06:56:00,46,2925,$12.53,Swipe Transaction,52225,Howard Beach,NY,11414.0,5411,,"Grocery Stores, Supermarkets",0.0
7526851,2010-01-14 07:35:00,46,2925,$71.00,Swipe Transaction,50867,Kew Gardens,NY,11415.0,5541,,Service Stations,0.0
7526866,2010-01-14 07:38:00,46,2925,$61.43,Swipe Transaction,50867,Kew Gardens,NY,11415.0,5541,Technical Glitch,Service Stations,0.0
7526878,2010-01-14 07:41:00,46,2925,$75.00,Swipe Transaction,50867,Kew Gardens,NY,11415.0,5541,,Service Stations,0.0
7526888,2010-01-14 07:43:00,46,2925,$61.43,Swipe Transaction,50867,Kew Gardens,NY,11415.0,5541,,Service Stations,
7526891,2010-01-14 07:44:00,46,2925,$-71.00,Swipe Transaction,50867,Kew Gardens,NY,11415.0,5541,,Service Stations,0.0
7526931,2010-01-14 07:51:00,46,2925,$-75.00,Swipe Transaction,50867,Kew Gardens,NY,11415.0,5541,,Service Stations,
7533419,2010-01-15 20:53:00,46,3732,$21.56,Online Transaction,39021,ONLINE,,,4784,,Tolls and Bridge Fees,
7538146,2010-01-17 07:50:00,46,1167,$16.98,Swipe Transaction,78499,Howard Beach,NY,11414.0,5812,,Eating Places and Restaurants,0.0
