id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,mcc_type,fraud
7475726,2010-01-01 06:45:00,4,3413,$250.03,Swipe Transaction,69965,Las Vegas,NV,89109.0,7995,,"Betting (including Lottery Tickets, Casinos)",0.0
7476158,2010-01-01 08:34:00,4,4201,$66.00,Swipe Transaction,43293,Seattle,WA,98122.0,5499,,Miscellaneous Food Stores,0.0
7476163,2010-01-01 08:35:00,4,3413,$3.93,Swipe Transaction,25887,Seattle,WA,98122.0,5814,,Fast Food Restaurants,0.0
7476235,2010-01-01 08:53:00,4,4201,$17.37,Swipe Transaction,43293,Seattle,WA,98122.0,5499,,Miscellaneous Food Stores,0.0
7476258,2010-01-01 08:59:00,4,4201,$-66.00,Swipe Transaction,43293,Seattle,WA,98122.0,5499,,Miscellaneous Food Stores,0.0
7479156,2010-01-01 21:25:00,4,3413,$54.84,Swipe Transaction,25887,Seattle,WA,98122.0,5814,,Fast Food Restaurants,0.0
7479505,2010-01-02 01:22:00,4,3413,$100.00,Swipe Transaction,27092,Seattle,WA,98146.0,4829,,Money Transfer,
7480532,2010-01-02 10:15:00,4,4201,$26.37,Swipe Transaction,20519,Seattle,WA,98198.0,5942,,Book Stores,
7482655,2010-01-02 20:23:00,4,5391,$36.55,Swipe Transaction,92156,Seattle,WA,98122.0,5813,,Drinking Places (Alcoholic Beverages),0.0
7483729,2010-01-03 07:51:00,4,3413,$70.94,Swipe Transaction,32175,Seattle,WA,98125.0,7538,,Automotive Service Shops,0.0
7484030,2010-01-03 08:54:00,4,4201,$3.50,Swipe Transaction,88646,Seattle,WA,98122.0,5812,,Eating Places and Restaurants,0.0
7484875,2010-01-03 12:02:00,4,3413,$32.17,Swipe Transaction,86616,Seattle,WA,98126.0,4814,,Telecommunication Services,0.0
7486619,2010-01-03 20:09:00,4,3413,$35.80,Swipe Transaction,92156,Seattle,WA,98122.0,5813,,Drinking Places (Alcoholic Beverages),0.0
7486736,2010-01-03 21:03:00,4,3413,$54.01,Swipe Transaction,25887,Seattle,WA,98122.0,5814,,Fast Food Restaurants,0.0
7487143,2010-01-04 04:02:00,4,5391,$34.38,Swipe Transaction,86410,Seattle,WA,98125.0,5211,,Lumber and Building Materials,
7488310,2010-01-04 10:06:00,4,5391,$27.35,Swipe Transaction,20561,Seattle,WA,98122.0,5912,,Drug Stores and Pharmacies,0.0
7489680,2010-01-04 15:05:00,4,3413,$88.38,Swipe Transaction,70212,Seattle,WA,98122.0,4900,,"Utilities - Electric, Gas, Water, Sanitary",
7490954,2010-01-05 00:59:00,4,3413,$80.00,Swipe Transaction,27092,Seattle,WA,98146.0,4829,,Money Transfer,
7492627,2010-01-05 11:33:00,4,3413,$36.12,Online Transaction,73186,ONLINE,,,4814,,Telecommunication Services,0.0
7492863,2010-01-05 12:22:00,4,4201,$20.67,Swipe Transaction,47278,Glendale,CA,91204.0,5977,,Cosmetic Stores,0.0
7496326,2010-01-06 10:26:00,4,3413,$29.96,Swipe Transaction,20561,Seattle,WA,98122.0,5912,,Drug Stores and Pharmacies,
7498625,2010-01-06 20:27:00,4,3413,$31.13,Swipe Transaction,92156,Seattle,WA,98122.0,5813,,Drinking Places (Alcoholic Beverages),
7500217,2010-01-07 09:59:00,4,4201,$27.87,Swipe Transaction,79072,Seattle,WA,98122.0,5411,,"Grocery Stores, Supermarkets",0.0
7502697,2010-01-07 21:22:00,4,5391,$32.90,Swipe Transaction,88646,Seattle,WA,98122.0,5812,,Eating Places and Restaurants,0.0
7504006,2010-01-08 10:21:00,4,5391,$23.76,Swipe Transaction,20519,Seattle,WA,98198.0,5942,,Book Stores,0.0
7505575,2010-01-08 16:38:00,4,5391,$14.91,Swipe Transaction,30928,Seattle,WA,98122.0,5541,,Service Stations,0.0
7506095,2010-01-08 19:51:00,4,3413,$36.47,Swipe Transaction,92156,Seattle,WA,98122.0,5813,,Drinking Places (Alcoholic Beverages),0.0
7506300,2010-01-08 21:16:00,4,4201,$45.48,Swipe Transaction,25887,Seattle,WA,98122.0,5814,,Fast Food Restaurants,
7506696,2010-01-09 04:04:00,4,4201,$51.12,Swipe Transaction,20519,Seattle,WA,98198.0,5942,,Book Stores,0.0
7507527,2010-01-09 09:26:00,4,4201,$3.11,Swipe Transaction,40408,Seattle,WA,98122.0,5812,,Eating Places and Restaurants,0.0
7509930,2010-01-09 21:02:00,4,4201,$42.22,Swipe Transaction,25887,Seattle,WA,98122.0,5814,,Fast Food Restaurants,0.0
7511212,2010-01-10 08:46:00,4,5391,$3.50,Swipe Transaction,20519,Seattle,WA,98198.0,5942,,Book Stores,
7514963,2010-01-11 07:40:00,4,3413,$117.04,Swipe Transaction,32175,Seattle,WA,98125.0,7538,,Automotive Service Shops,
7515261,2010-01-11 08:44:00,4,4201,$2.32,Swipe Transaction,79072,Seattle,WA,98122.0,5411,,"Grocery Stores, Supermarkets",
7515653,2010-01-11 10:17:00,4,3413,$25.04,Swipe Transaction,79072,Seattle,WA,98122.0,5411,,"Grocery Stores, Supermarkets",0.0
7518055,2010-01-11 21:20:00,4,3413,$41.11,Swipe Transaction,88646,Seattle,WA,98122.0,5812,,Eating Places and Restaurants,
7518120,2010-01-11 21:52:00,4,3413,$46.48,Swipe Transaction,40408,Seattle,WA,98122.0,5812,,Eating Places and Restaurants,0.0
7519221,2010-01-12 08:40:00,4,4201,$4.16,Swipe Transaction,75781,Seattle,WA,98122.0,5411,,"Grocery Stores, Supermarkets",0.0
7519740,2010-01-12 10:39:00,4,3413,$189.51,Online Transaction,73186,ONLINE,,,4814,,Telecommunication Services,0.0
7521908,2010-01-12 20:17:00,4,4201,$35.46,Swipe Transaction,92156,Seattle,WA,98122.0,5813,,Drinking Places (Alcoholic Beverages),0.0
7523193,2010-01-13 08:43:00,4,4201,$2.34,Swipe Transaction,30928,Seattle,WA,98122.0,5541,,Service Stations,0.0
