id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,mcc_type,fraud
7478424,2010-01-01 16:59:00,42,2824,$3.22,Swipe Transaction,42043,Valdosta,GA,31601.0,5411,,"Grocery Stores, Supermarkets",
7479320,2010-01-01 22:31:00,42,2824,$29.81,Swipe Transaction,44578,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,0.0
7480373,2010-01-02 09:36:00,42,2824,$5.46,Swipe Transaction,42043,Valdosta,GA,31601.0,5411,,"Grocery Stores, Supermarkets",0.0
7484193,2010-01-03 09:30:00,42,2824,$8.19,Swipe Transaction,42043,Valdosta,GA,31601.0,5411,,"Grocery Stores, Supermarkets",0.0
7486798,2010-01-03 21:31:00,42,2824,$25.52,Swipe Transaction,75936,Valdosta,GA,31601.0,5814,,Fast Food Restaurants,0.0
7488222,2010-01-04 09:48:00,42,2824,$9.16,Swipe Transaction,84037,Valdosta,GA,31601.0,5921,,"Package Stores, Beer, Wine, Liquor",
7492046,2010-01-05 09:31:00,42,2824,$5.21,Swipe Transaction,22204,Valdosta,GA,31602.0,5541,,Service Stations,
7494884,2010-01-05 22:56:00,42,2824,$31.72,Swipe Transaction,3829,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,
7498798,2010-01-06 22:01:00,42,2824,$31.70,Swipe Transaction,44578,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,
7498888,2010-01-06 22:49:00,42,2824,$28.46,Swipe Transaction,75936,Valdosta,GA,31601.0,5814,,Fast Food Restaurants,0.0
7502538,2010-01-07 20:01:00,42,2824,$20.00,Swipe Transaction,27092,Valdosta,GA,31601.0,4829,,Money Transfer,0.0
7505779,2010-01-08 17:41:00,42,2824,$11.31,Swipe Transaction,41867,Valdosta,GA,31601.0,5813,,Drinking Places (Alcoholic Beverages),
7506471,2010-01-08 22:43:00,42,2824,$31.96,Swipe Transaction,3829,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,0.0
7506474,2010-01-08 22:45:00,42,2824,$54.62,Swipe Transaction,94123,Adel,GA,31620.0,5310,,Discount Stores,0.0
7508629,2010-01-09 13:53:00,42,2824,$81.95,Swipe Transaction,19905,Valdosta,GA,31601.0,7230,,Beauty and Barber Shops,0.0
7509820,2010-01-09 20:10:00,42,2824,$19.99,Swipe Transaction,66191,Valdosta,GA,31605.0,7832,,Motion Picture Theaters,
7511558,2010-01-10 09:59:00,42,2824,$7.73,Swipe Transaction,22204,Valdosta,GA,31602.0,5541,,Service Stations,0.0
7514215,2010-01-10 22:41:00,42,2824,$29.90,Swipe Transaction,3829,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,
7515353,2010-01-11 09:06:00,42,2824,$3.22,Swipe Transaction,22204,Valdosta,GA,31602.0,5541,,Service Stations,0.0
7515557,2010-01-11 09:52:00,42,2824,$8.16,Swipe Transaction,95804,Valdosta,GA,31601.0,5912,,Drug Stores and Pharmacies,0.0
7517914,2010-01-11 20:09:00,42,2824,$26.99,Swipe Transaction,66191,Valdosta,GA,31605.0,7832,,Motion Picture Theaters,0.0
7518129,2010-01-11 22:00:00,42,2824,$28.00,Swipe Transaction,44578,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,0.0
7518243,2010-01-11 22:55:00,42,2824,$60.41,Swipe Transaction,28314,Valdosta,GA,31601.0,5655,,"Sports Apparel, Riding Apparel Stores",
7522177,2010-01-12 22:41:00,42,2824,$29.37,Swipe Transaction,3829,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,0.0
7526087,2010-01-13 21:57:00,42,2824,$2.08,Online Transaction,81759,ONLINE,,,7349,,Cleaning and Maintenance Services,0.0
7527459,2010-01-14 09:51:00,42,2824,$10.09,Swipe Transaction,42043,Valdosta,GA,31601.0,5411,,"Grocery Stores, Supermarkets",
7530118,2010-01-14 22:39:00,42,2824,$67.70,Swipe Transaction,9947,Valdosta,GA,31601.0,5310,,Discount Stores,
7532714,2010-01-15 16:26:00,42,2824,$77.70,Swipe Transaction,27056,Valdosta,GA,31601.0,5193,,"Florists Supplies, Nursery Stock and Flowers",
7534281,2010-01-16 07:44:00,42,2824,$95.43,Swipe Transaction,9771,Valdosta,GA,31601.0,4900,,"Utilities - Electric, Gas, Water, Sanitary",0.0
7541423,2010-01-17 22:19:00,42,2824,$27.78,Swipe Transaction,44578,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,
7541482,2010-01-17 22:45:00,42,2824,$24.98,Swipe Transaction,3829,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,0.0
7545490,2010-01-18 23:07:00,42,2824,$32.11,Swipe Transaction,44578,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,0.0
7549238,2010-01-19 21:47:00,42,2824,$3.91,Online Transaction,87530,ONLINE,,,4900,,"Utilities - Electric, Gas, Water, Sanitary",
7549533,2010-01-20 04:38:00,42,2824,$88.25,Swipe Transaction,30286,Ashburn,GA,31714.0,4814,,Telecommunication Services,0.0
7550650,2010-01-20 09:52:00,42,2824,$5.88,Swipe Transaction,81833,Valdosta,GA,31601.0,5912,,Drug Stores and Pharmacies,
7553343,2010-01-20 22:58:00,42,2824,$33.64,Swipe Transaction,44578,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,0.0
7553377,2010-01-20 23:42:00,42,2824,$66.56,Swipe Transaction,7690,Valdosta,GA,31601.0,5300,,Wholesale Clubs,0.0
7553960,2010-01-21 07:29:00,42,2824,$156.18,Online Transaction,83491,ONLINE,,,5045,,"Computers, Computer Peripheral Equipment",
7557402,2010-01-21 22:57:00,42,2824,$20.26,Swipe Transaction,3829,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,0.0
7559184,2010-01-22 13:21:00,42,2824,$48.06,Online Transaction,43422,ONLINE,,,6300,,"Insurance Sales, Underwriting",0.0
7560486,2010-01-22 19:33:00,42,2824,$20.00,Swipe Transaction,27092,Valdosta,GA,31601.0,4829,,Money Transfer,0.0
7561494,2010-01-23 07:40:00,42,2824,$146.80,Online Transaction,17976,ONLINE,,,4900,,"Utilities - Electric, Gas, Water, Sanitary",
7561943,2010-01-23 09:56:00,42,2824,$5.04,Swipe Transaction,42043,Valdosta,GA,31601.0,5411,,"Grocery Stores, Supermarkets",0.0
7563629,2010-01-23 16:46:00,42,2824,$5.59,Swipe Transaction,75781,Valdosta,GA,31601.0,5411,,"Grocery Stores, Supermarkets",
7568511,2010-01-24 21:45:00,42,2824,$29.54,Swipe Transaction,3829,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,
7568534,2010-01-24 22:01:00,42,2824,$2.67,Online Transaction,27310,ONLINE,,,7349,,Cleaning and Maintenance Services,
7568638,2010-01-24 23:07:00,42,2824,$29.62,Swipe Transaction,3829,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,0.0
7568762,2010-01-25 02:07:00,42,2824,$29.32,Swipe Transaction,59935,Valdosta,GA,31601.0,5499,,Miscellaneous Food Stores,0.0
7568767,2010-01-25 02:13:00,42,2824,$53.00,Swipe Transaction,59935,Valdosta,GA,31601.0,5499,,Miscellaneous Food Stores,0.0
7568769,2010-01-25 02:14:00,42,2824,$-53.00,Swipe Transaction,59935,Valdosta,GA,31601.0,5499,,Miscellaneous Food Stores,0.0
7569995,2010-01-25 09:59:00,42,2824,$6.56,Swipe Transaction,22204,Valdosta,GA,31602.0,5541,,Service Stations,0.0
7572847,2010-01-26 02:37:00,42,2824,$32.20,Swipe Transaction,59935,Valdosta,GA,31601.0,5499,,Miscellaneous Food Stores,
7572855,2010-01-26 02:53:00,42,2824,$-83.00,Swipe Transaction,59935,Valdosta,GA,31601.0,5499,,Miscellaneous Food Stores,0.0
7572858,2010-01-26 02:56:00,42,2824,$83.00,Swipe Transaction,59935,Valdosta,GA,31601.0,5499,,Miscellaneous Food Stores,0.0
7573953,2010-01-26 09:41:00,42,2824,$8.11,Swipe Transaction,22204,Valdosta,GA,31602.0,5541,,Service Stations,0.0
7585856,2010-01-29 09:50:00,42,2824,$5.45,Swipe Transaction,81833,Valdosta,GA,31601.0,5912,,Drug Stores and Pharmacies,0.0
7588427,2010-01-29 22:43:00,42,2824,$31.32,Swipe Transaction,44578,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,0.0
7588487,2010-01-29 23:31:00,42,2824,$29.47,Swipe Transaction,44578,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,
7592082,2010-01-30 22:32:00,42,2824,$41.12,Swipe Transaction,75936,Valdosta,GA,31601.0,5814,,Fast Food Restaurants,0.0
7596116,2010-01-31 22:33:00,42,2824,$23.81,Swipe Transaction,3829,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,0.0
7600191,2010-02-01 22:41:00,42,2824,$27.87,Swipe Transaction,44578,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,0.0
7600246,2010-02-01 23:09:00,42,2824,$44.37,Swipe Transaction,75936,Valdosta,GA,31601.0,5814,,Fast Food Restaurants,0.0
7600326,2010-02-02 00:43:00,42,2824,$20.06,Swipe Transaction,9771,Valdosta,GA,31601.0,4900,,"Utilities - Electric, Gas, Water, Sanitary",0.0
7601104,2010-02-02 08:23:00,42,2824,$121.66,Online Transaction,17976,ONLINE,,,4900,,"Utilities - Electric, Gas, Water, Sanitary",0.0
7601462,2010-02-02 09:30:00,42,2824,$4.01,Swipe Transaction,84037,Valdosta,GA,31601.0,5921,,"Package Stores, Beer, Wine, Liquor",
7604332,2010-02-02 23:16:00,42,2824,$25.25,Swipe Transaction,3829,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,0.0
7605549,2010-02-03 09:43:00,42,2824,$8.11,Swipe Transaction,75781,Valdosta,GA,31601.0,5411,,"Grocery Stores, Supermarkets",0.0
7607906,2010-02-03 19:32:00,42,2824,$20.00,Swipe Transaction,27092,Valdosta,GA,31601.0,4829,,Money Transfer,
7608297,2010-02-03 22:46:00,42,2824,$40.06,Swipe Transaction,3829,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,0.0
7616145,2010-02-05 22:59:00,42,2824,$37.13,Swipe Transaction,44578,Valdosta,GA,31601.0,5812,,Eating Places and Restaurants,0.0
