zip,merchant_state,merchant_city,latitude,longitude
94948,CA,Novato,38.1061979,-122.5681191
61041,IL,Hanover,42.262077,-90.2940671
84754,UT,Monroe,38.6314342,-112.1195366
29307,SC,Spartanburg,34.9792133,-81.8643851
10974,NY,Sloatsburg,41.1578105,-74.1944144
32615,FL,Alachua,29.7898105,-82.4830333
22812,VA,Bridgewater,38.3646507,-79.0171082
93013,CA,Carpinteria,34.4014347,-119.5210241
62633,IL,Easton,40.2213248,-89.8675468
79916,TX,Fort Bliss,31.8211789,-106.4172041
71770,AR,Waldo,33.3468258,-93.3109159
75951,TX,Jasper,30.9226391,-94.0008792
41004,KY,Brooksville,38.6578808,-84.0847563
52325,IA,Parnell,41.572452,-91.9411206
56016,MN,Clarks Grove,43.8106092,-93.3163123
85546,AZ,Safford,32.8218432,-109.7158526
06351,CT,Jewett City,41.5938529,-71.9619438
01440,MA,Gardner,42.5722978,-71.988297
80904,CO,Colorado Springs,38.8477166,-104.856911
97216,OR,Portland,45.5140834,-122.5597378
12305,NY,Schenectady,42.8159465,-73.9418721
55975,MN,Spring Valley,43.6946376,-92.4163684
24153,VA,Salem,37.2889257,-80.0698466
14611,NY,Rochester,43.1469272,-77.6409233
63834,MO,Charleston,36.9235735,-89.3476719
12150,NY,Rotterdam Junction,42.8755265,-74.046282
19701,DE,Bear,39.6020813,-75.6948817
28365,NC,Mount Olive,35.1647904,-78.0508126
10921,NY,Florida,41.3298968,-74.3601949
02134,MA,Allston,42.3566341,-71.1315257
54212,WI,Fish Creek,45.1118024,-87.23432
20186,VA,Warrenton,38.7043213,-77.8140689
06349,CT,Groton,41.3943661,-72.0871212
12154,NY,Schaghticoke,42.9154301,-73.6021106
43537,OH,Maumee,41.5763628,-83.6848189
87571,NM,Taos,36.3931931,-105.5831288
19612,PA,Reading,39.6507286,-104.8101968
64134,MO,Kansas City,38.9346051,-94.5002558
79922,TX,El Paso,31.8235759,-106.5655752
23072,VA,Hayes,37.2911275,-76.4913785
28635,NC,Hays,36.2735936,-81.1110482
91921,CA,Chula Vista,32.6400541,-117.084195
22737,VA,Rixeyville,38.583348,-78.0108436
92121,CA,San Diego,32.903652,-117.1918716
22488,VA,Kinsale,38.0486203,-76.5764632
75939,TX,Corrigan,30.9996294,-94.8261602
36360,AL,Ozark,31.4368819,-85.6474999
53020,WI,Elkhart Lake,43.8524596,-88.0066353
29333,SC,Drayton,34.9726252,-81.9079395
12160,NY,Sloansville,42.7583786,-74.3560913
80040,CO,Aurora,39.7405111,-104.830994
50522,IA,Burt,43.1914165,-94.2099149
32626,FL,Chiefland,29.4781644,-82.8829087
70373,LA,Larose,29.5694421,-90.3812455
55981,MN,Wabasha,44.3749862,-92.0324712
72918,AR,Fort Smith,35.3880338,-94.4265011
72921,AR,Alma,35.4939672,-94.2132317
40734,KY,Gray,36.9501751,-83.9936333
33323,FL,Fort Lauderdale,26.15098,-80.3172907
02119,MA,Roxbury,42.3203909,-71.0867303
43569,OH,Weston,41.3154256,-83.8016238
02124,MA,Dorchester Center,42.2869553,-71.065837
67209,KS,Wichita,37.6731972,-97.4238096
30035,GA,Decatur,33.7239874,-84.2033678
80041,CO,Aurora,39.7405111,-104.830994
75835,TX,Crockett,31.3172576,-95.4564543
38339,TN,Guys,35.0473348,-88.5177209
46122,IN,Danville,39.7620273,-86.5310467
44906,OH,Mansfield,40.7653006,-82.573029
38340,TN,Henderson,35.420337,-88.6523842
97739,OR,La Pine,43.6709311,-121.5061641
28753,NC,Marshall,35.8139193,-82.6920271
77466,TX,Pattison,29.8309692,-96.0201265
49241,MI,Hanover,42.0978925,-84.5708312
10514,NY,Chappaqua,41.1709895,-73.7719081
33461,FL,Lake Worth,26.6189541,-80.0955635
17922,PA,Auburn,40.5946746,-76.1367482
22508,VA,Locust Grove,38.3125982,-77.7838915
65355,MO,Warsaw,38.2507717,-93.3579829
38326,TN,Counce,35.0338676,-88.2572326
93536,CA,Lancaster,34.684652,-118.19187
65340,MO,Marshall,39.1134334,-93.1993279
20007,DC,Washington,38.9109036,-77.0677115
17756,PA,Muncy,41.2156469,-76.7498441
28152,NC,Shelby,35.2540572,-81.5692673
65339,MO,Malta Bend,39.1824569,-93.3860597
80044,CO,Aurora,39.7405111,-104.830994
75246,TX,Dallas,32.7915773,-96.775616
48638,MI,Saginaw,43.4216275,-84.0137234
72216,AR,Little Rock,34.7940094,-92.2232016
38329,TN,Decaturville,35.5661859,-88.1357956
38024,TN,Dyersburg,36.0416749,-89.3910525
04062,ME,Windham,43.8053603,-70.4117175
19808,DE,Wilmington,39.7351397,-75.6602716
72219,AR,Little Rock,30.6972412,-88.1892334
40056,KY,Pewee Valley,38.3029974,-85.4837973
78829,TX,Batesville,28.9530461,-99.616123
78940,TX,Fayetteville,29.932263,-96.6675916
78840,TX,Del Rio,29.3800984,-100.8995592
26541,WV,Maidsville,39.6812093,-80.1153319
61046,IL,Lanark,42.127182,-89.8441872
74571,OK,Talihina,34.7490484,-95.0289569
49417,MI,Grand Haven,43.0301206,-86.1789666
28135,NC,Polkton,35.0384431,-80.2162829
72227,AR,Little Rock,34.7710183,-92.374526
26537,WV,Kingwood,39.4703003,-79.6799725
92530,CA,Lake Elsinore,33.6682395,-117.353994
12018,NY,Averill Park,42.6295528,-73.5498152
78941,TX,Flatonia,29.7078302,-97.1135854
11976,NY,Water Mill,40.9245466,-72.3471138
53037,WI,Jackson,43.3193527,-88.1589788
33068,FL,Pompano Beach,26.2110696,-80.2184186
32738,FL,Deltona,28.9100079,-81.1901313
20191,VA,Reston,38.9334526,-77.3533991
04061,ME,North Waterboro,43.6345782,-70.7450835
99709,AK,Fairbanks,64.8609071,-147.8509754
02857,RI,North Scituate,41.8434228,-71.6411699
02809,RI,Bristol,41.6767134,-71.270884
19950,DE,Greenwood,38.8088127,-75.5924265
96764,HI,Laupahoehoe,19.9844543,-155.2338841
15940,PA,Loretto,40.5084641,-78.6272534
95046,CA,San Martin,37.0857294,-121.6059804
27855,NC,Murfreesboro,36.4382482,-77.099957
32003,FL,Fleming Island,30.1057011,-81.7172511
33066,FL,Pompano Beach,26.2507164,-80.1765008
97741,OR,Madras,44.6691218,-121.11371
80231,CO,Denver,39.6667678,-104.8890281
32423,FL,Bascom,30.9482445,-85.0619502
23518,VA,Norfolk,36.9182948,-76.216451
49408,MI,Fennville,42.579087,-86.1473805
82426,WY,Greybull,44.4959148,-108.0566551
95324,CA,Hilmar,37.4052533,-120.8570898
08070,NJ,Pennsville,39.6577498,-75.5155812
36273,AL,Ranburne,33.5322525,-85.3638253
51360,IA,Spirit Lake,43.4261847,-95.124661
55001,MN,Afton,44.9155138,-92.804976
53586,WI,Shullsburg,42.5686644,-90.2447789
33172,FL,Miami,25.7848807,-80.3623813
96760,HI,Kurtistown,19.585485,-155.0592897
29728,SC,Pageland,34.772762,-80.3922525
31917,GA,Columbus,30.6972412,-88.1892334
71282,LA,Tallulah,32.402983,-91.1778392
96756,HI,Koloa,21.8836258,-159.4562775
43021,OH,Galena,40.203668,-82.9040835
78253,TX,San Antonio,29.4627842,-98.737207
73135,OK,Oklahoma City,35.3925955,-97.4325748
34134,FL,Bonita Springs,26.3571047,-81.8229686
01951,MA,Newbury,42.7849441,-70.8448641
07981,NJ,Whippany,40.8283496,-74.4123991
66102,KS,Kansas City,39.1093729,-94.6649723
29105,SC,Monetta,33.8122606,-81.5998865
95038,CA,Morgan Hill,37.1206565,-121.64645
44609,OH,Beloit,40.9014877,-80.9989948
44708,OH,Canton,40.8105452,-81.4221196
01952,MA,Salisbury,42.8434044,-70.8727365
99687,AK,Wasilla,61.5607841,-149.4788595
71280,LA,Sterlington,32.7178498,-92.1176624
08067,NJ,Pedricktown,39.7455458,-75.4113209
29413,SC,Charleston,32.7884363,-79.9399309
39455,MS,Lumberton,30.9965207,-89.4526341
85269,AZ,Fountain Hills,33.3365526,-111.7927098
30436,GA,Lyons,32.1881492,-82.3123686
44699,OH,Tippecanoe,40.2701518,-81.2955872
32277,FL,Jacksonville,30.3655495,-81.5874213
39456,MS,Mc Lain,31.0752016,-88.8117927
18954,PA,Richboro,40.2169915,-75.0088589
95041,CA,Mount Hermon,37.050257,-122.056566
56024,MN,Eagle Lake,44.1615489,-93.8788792
06870,CT,Old Greenwich,41.03535,-73.5675788
15003,PA,Ambridge,40.5893789,-80.2160311
66080,KS,Richmond,38.4041718,-95.2615959
70364,LA,Houma,29.6474307,-90.7394362
44703,OH,Canton,40.8086458,-81.3812219
08075,NJ,Riverside,40.0348111,-74.9487764
72330,AR,Dyess,35.5872845,-90.220288
33326,FL,Fort Lauderdale,26.1128679,-80.3827762
27023,NC,Lewisville,36.0974447,-80.423209
20765,MD,Galesville,38.8441023,-76.5444062
72651,AR,Midway,36.3904797,-92.4790516
20904,MD,Silver Spring,39.0632816,-76.9838824
51453,IA,Lohrville,42.2529508,-94.540988
72333,AR,Elaine,34.3139515,-90.9053237
91963,CA,Potrero,32.6211061,-116.6131773
96024,CA,Douglas City,40.641343,-122.924792
06855,CT,Norwalk,41.1018663,-73.3999357
53075,WI,Random Lake,43.5569377,-87.9724558
61802,IL,Urbana,40.1127593,-88.1846915
32266,FL,Neptune Beach,30.3163542,-81.4050238
63166,MO,Saint Louis,38.6280278,-90.1910154
20751,MD,Deale,38.7835689,-76.5537621
20752,MD,Suitland,38.8501338,-76.9256744
74944,OK,Mccurtain,35.1500885,-94.9661945
93215,CA,Delano,35.7661785,-119.243119
78255,TX,San Antonio,29.6755863,-98.650043
28262,NC,Charlotte,35.3281584,-80.7399272
20763,MD,Savage,39.140223,-76.8230669
92308,CA,Apple Valley,34.4899937,-117.237602
29078,SC,Lugoff,34.2025053,-80.7088061
06890,CT,Southport,41.1430217,-73.2882337
56026,MN,Ellendale,43.9000518,-93.3053412
83661,ID,Payette,44.0783744,-116.9325055
29924,SC,Hampton,32.8682567,-81.1095805
37373,TN,Sale Creek,35.387502,-85.095738
51455,IA,Manning,41.8775683,-95.0329612
95065,CA,Santa Cruz,37.0273216,-121.9793897
75653,TX,Henderson,32.332051,-94.619904
08068,NJ,Pemberton,39.9683006,-74.6788125
77422,TX,Brazoria,29.0250499,-95.5677637
66079,KS,Rantoul,38.5526407,-95.1221054
55401,MN,Minneapolis,44.982179,-93.2718824
73632,OK,Cordell,35.2977699,-98.9920441
64762,MO,Liberal,37.5721242,-94.5013507
64763,MO,Lowry City,38.1378247,-93.7115993
11209,NY,Brooklyn,40.6259561,-74.0291647
99337,WA,Kennewick,46.1818096,-119.1325536
08069,NJ,Penns Grove,39.7137026,-75.4586145
92354,CA,Loma Linda,34.0654005,-117.2700421
78257,TX,San Antonio,29.6388485,-98.6084051
78759,TX,Austin,30.3970736,-97.755612
77078,TX,Houston,29.8496599,-95.2588372
85257,AZ,Scottsdale,33.4684466,-111.9179841
54806,WI,Ashland,46.5834545,-90.9062925
97449,OR,Lakeside,43.5906182,-124.1822835
65040,MO,Henley,38.3720133,-92.3143001
15668,PA,Murrysville,40.450468,-79.681891
60504,IL,Aurora,41.7482558,-88.2486165
30630,GA,Crawford,33.9044019,-83.1673985
97442,OR,Glendale,42.7346136,-123.4224262
04649,ME,Jonesport,44.5546993,-67.6009853
65038,MO,Laurie,38.2111901,-92.8304077
48094,MI,Washington,42.702074,-83.036252
47330,IN,Centerville,39.8670996,-84.5179022
73149,OK,Oklahoma City,35.4027091,-97.4970178
66523,KS,Osage City,38.6307489,-95.8264031
54531,WI,Hazelhurst,45.7510699,-89.7406477
33606,FL,Tampa,27.9363615,-82.4664805
98332,WA,Gig Harbor,47.3563913,-122.5873758
28605,NC,Blowing Rock,36.1376851,-81.6853327
63303,MO,Saint Charles,38.7478049,-90.5509234
03053,NH,Londonderry,42.8678215,-71.3802158
65622,MO,Buffalo,37.6444948,-93.094999
76071,TX,Newark,33.0045865,-97.4884097
65619,MO,Brookline,37.1254339,-93.3745347
34242,FL,Sarasota,27.2692437,-82.5480409
19901,DE,Dover,39.1558904,-75.5203774
93261,CA,Richgrove,35.7995064,-119.1052949
05301,VT,Brattleboro,42.852323,-72.6460011
15238,PA,Pittsburgh,40.5218424,-79.8754384
77447,TX,Hockley,30.0288848,-95.8018214
41093,KY,Wallingford,38.393744,-83.577556
03054,NH,Merrimack,42.8524015,-71.5079731
54546,WI,Mellen,46.3189121,-90.6644092
02176,MA,Melrose,42.459985,-71.0654582
46806,IN,Fort Wayne,41.0480961,-85.1102757
65043,MO,Holts Summit,38.6358269,-92.1134084
05262,VT,Shaftsbury,42.9701229,-73.1989308
61778,IL,Waynesville,40.2423029,-89.1137701
85020,AZ,Phoenix,33.5597333,-112.0555528
29687,SC,Taylors,34.9908879,-82.3280758
76579,TX,Troy,31.2047319,-97.2947969
28104,NC,Matthews,35.0515652,-80.7001583
48091,MI,Warren,42.4700864,-83.0603151
65781,MO,Willard,37.3259341,-93.416191
73153,OK,Oklahoma City,35.3172451,-97.4343982
15946,PA,Portage,40.3860229,-78.6703428
65058,MO,Meta,38.2787903,-92.1870668
78401,TX,Corpus Christi,27.7969974,-97.3979722
31780,GA,Plains,32.0249242,-84.3945079
76634,TX,Clifton,31.7805319,-97.5795275
78377,TX,Refugio,28.3095377,-97.2786093
72160,AR,Stuttgart,34.4702932,-91.5466
52726,IA,Blue Grass,41.4934337,-90.7597483
43319,OH,East Liberty,40.3061061,-83.5814086
77079,TX,Houston,29.7766339,-95.5941325
78861,TX,Hondo,29.355745,-99.1332018
27050,NC,Tobaccoville,36.2209497,-80.3812072
52742,IA,De Witt,41.8250242,-90.548231
29708,SC,Fort Mill,35.045689,-80.991204
75407,TX,Princeton,33.1442412,-96.4940613
33324,FL,Fort Lauderdale,26.1130902,-80.2707572
39451,MS,Leakesville,31.1522738,-88.5750999
60482,IL,Worth,41.6891628,-87.7840328
76538,TX,Jonesboro,31.5558754,-97.907073
10044,NY,New York,40.7616299,-73.9502
67235,KS,Wichita,37.7013196,-97.4947418
60487,IL,Tinley Park,41.5377367,-87.8128408
78335,TX,Aransas Pass,27.9664338,-97.283079
12461,NY,Olivebridge,41.9036422,-74.2507571
64157,MO,Kansas City,39.2730182,-94.4725704
78256,TX,San Antonio,29.6107574,-98.6195969
76621,TX,Abbott,31.8884979,-97.0801007
57032,SD,Harrisburg,43.445486,-96.6765038
12456,NY,Mount Marion,42.0694655,-74.2433939
44702,OH,Canton,40.7988831,-81.374206
39565,MS,Vancleave,30.5460475,-88.723184
67330,KS,Altamont,37.1975876,-95.2967436
80525,CO,Fort Collins,40.5461155,-105.0505589
76642,TX,Groesbeck,31.519278,-96.5270431
89021,NV,Logandale,36.5942792,-114.4613808
48618,MI,Coleman,43.7388941,-84.5491299
84050,UT,Morgan,41.0981022,-111.7782613
18237,PA,Mcadoo,40.8976717,-75.9951427
76643,TX,Hewitt,31.4554322,-97.1954335
12466,NY,Port Ewen,41.9068306,-73.9801547
39851,GA,Fort Gaines,31.6064208,-85.0474523
84045,UT,Saratoga Springs,40.3388473,-111.9054989
39846,GA,Edison,31.5604259,-84.7386711
36874,AL,Salem,32.580158,-85.1865229
63128,MO,Saint Louis,38.497865,-90.373994
76557,TX,Moody,31.2834836,-97.3853582
30571,GA,Sautee Nacoochee,34.6891921,-83.6828434
53955,WI,Poynette,43.3989287,-89.4250253
30566,GA,Oakwood,34.2350892,-83.8894512
55304,MN,Andover,45.2452195,-93.285333
41332,KY,Hazel Green,37.775456,-83.4107239
70664,LA,Sulphur,30.2365943,-93.3773783
24089,VA,Fieldale,36.703779,-79.956527
77054,TX,Houston,29.6844504,-95.4055632
60190,IL,Winfield,41.8749125,-88.151476
35068,AL,Fultondale,33.604094,-86.8116043
78387,TX,Sinton,28.0303395,-97.535736
88023,NM,Bayard,32.7578523,-108.138388
34994,FL,Stuart,27.1925661,-80.2479309
21921,MD,Elkton,39.6176498,-75.8627639
10468,NY,Bronx,40.8653597,-73.9003593
21802,MD,Salisbury,38.3822106,-75.5956078
19405,PA,Bridgeport,40.1052766,-75.3435896
76539,TX,Kempner,31.0604399,-97.9490609
56649,MN,International Falls,48.5869352,-93.3762869
44046,OH,Huntsburg,41.517512,-81.0771415
90505,CA,Torrance,33.8117096,-118.3536496
78403,TX,Corpus Christi,27.7635302,-97.4033191
87416,NM,Fruitland,36.739284,-108.3955
96099,CA,Redding,40.880481,-122.310109
66101,KS,Kansas City,39.1127718,-94.6271645
95677,CA,Rocklin,38.7936811,-121.2230714
95673,CA,Rio Linda,38.6868223,-121.4473373
67470,KS,New Cambria,38.8963216,-97.5001836
84321,UT,Logan,41.7373021,-111.8286559
26763,WV,Springfield,39.460614,-78.6839714
73052,OK,Lindsay,34.8637173,-97.6047417
41240,KY,Paintsville,37.8195805,-82.7928847
56644,MN,Gonvick,47.7328576,-95.514249
96094,CA,Weed,41.4150336,-122.3870363
27889,NC,Washington,35.5525959,-77.0317863
83001,WY,Jackson,43.471142,-110.774272
76667,TX,Mexia,31.6816167,-96.4805978
96820,HI,Honolulu,21.3355627,-157.921603
28580,NC,Snow Hill,35.4460438,-77.680902
62411,IL,Altamont,39.0519988,-88.7347578
53577,WI,Plain,43.2957811,-90.061169
32058,FL,Lawtey,30.0464687,-82.1032642
76629,TX,Bremond,31.1687485,-96.6800821
03241,NH,Hebron,43.6977608,-71.8097056
43344,OH,Richwood,40.4275635,-83.3272863
97360,OR,Mill City,44.7522612,-122.4816525
35907,AL,Gadsden,33.9039641,-86.0294463
85539,AZ,Miami,33.4000179,-110.8678655
85532,AZ,Claypool,33.4114623,-110.8412578
28539,NC,Hubert,34.690985,-77.2034778
44613,OH,Brewster,40.713572,-81.5973508
35906,AL,Rainbow City,33.9427954,-86.0617562
06061,CT,Pine Meadow,41.8759339,-72.9670957
04112,ME,Portland,43.653509,-70.261578
99352,WA,Richland,46.2589797,-119.2788485
04110,ME,Cumberland Foreside,43.753982,-70.1958625
49330,MI,Kent City,43.2139119,-85.7403872
96113,CA,Herlong,40.1511724,-120.1661713
78263,TX,San Antonio,29.3745614,-98.3283672
29680,SC,Simpsonville,34.7078434,-82.2820317
37206,TN,Nashville,36.1821933,-86.7429217
01013,MA,Chicopee,42.1551884,-72.6085142
08104,NJ,Camden,39.9120498,-75.1009536
36567,AL,Robertsdale,30.5797445,-87.6497964
96091,CA,Trinity Center,41.0659651,-122.6464337
10060,NY,New York,41.6842699,-87.7052858
56676,MN,Shevlin,47.6531363,-95.1302841
13739,NY,Bloomville,42.3649337,-74.7931703
76622,TX,Aquilla,31.8149718,-97.2074589
67337,KS,Coffeyville,37.0414378,-95.6223454
04270,ME,Oxford,44.1223397,-70.5056518
67401,KS,Salina,38.8314964,-97.6101933
38011,TN,Brighton,35.4815491,-89.7168279
94023,CA,Los Altos,37.3790629,-122.116578
56716,MN,Crookston,47.7764224,-96.6082283
53558,WI,Mc Farland,43.0111958,-89.2898224
53559,WI,Marshall,43.1591933,-89.0735207
53557,WI,Lowell,43.3385681,-88.8093425
06068,CT,Salisbury,42.0089773,-73.4100949
75220,TX,Dallas,32.8686496,-96.8701525
60060,IL,Mundelein,42.2682092,-88.0242336
56647,MN,Hines,47.6976075,-94.6257101
39760,MS,Starkville,33.4460894,-88.8132626
96821,HI,Honolulu,21.2801875,-157.7749247
55436,MN,Minneapolis,44.9005935,-93.3597686
55612,MN,Lutsen,47.6763517,-90.6819552
78415,TX,Corpus Christi,27.7318331,-97.4166899
66093,KS,Westphalia,38.2169204,-95.5031548
02575,MA,West Tisbury,41.4050501,-70.6690204
67333,KS,Caney,37.0138025,-95.9295984
22482,VA,Kilmarnock,37.7161815,-76.3719928
73703,OK,Enid,36.4007594,-97.9178798
75315,TX,Dallas,32.7762719,-96.7968559
38006,TN,Bells,35.6935307,-89.0944865
95665,CA,Pine Grove,38.4057156,-120.6563461
99611,AK,Kenai,60.5984994,-151.2631023
97220,OR,Portland,45.5421932,-122.5591006
49783,MI,Sault Sainte Marie,46.4700491,-84.3326392
91016,CA,Monrovia,34.1414846,-118.0026781
02576,MA,West Wareham,41.7963953,-70.7689636
97338,OR,Dallas,44.9268066,-123.3046236
64725,MO,Archie,38.4993974,-94.3650062
44147,OH,Broadview Heights,41.320271,-81.681108
95817,CA,Sacramento,38.5528774,-121.457485
85140,AZ,San Tan Valley,33.2331458,-111.5484092
02136,MA,Hyde Park,42.2523968,-71.1280434
51020,IA,Galva,42.5093525,-95.3757475
11433,NY,Jamaica,40.6972521,-73.7869234
02720,MA,Fall River,41.7227565,-71.1347965
48343,MI,Pontiac,42.6346408,-83.3197043
92391,CA,Twin Peaks,34.23918,-117.2302529
39769,MS,Sturgis,33.3435698,-89.0171962
45330,OH,Gratis,39.6530952,-84.531297
92386,CA,Sugarloaf,34.2433002,-116.8252029
87505,NM,Santa Fe,35.6629268,-105.957587
35462,AL,Eutaw,32.7971518,-87.8794607
17078,PA,Palmyra,40.3027152,-76.5871212
46280,IN,Indianapolis,39.9361533,-86.131525
78364,TX,Kingsville,27.5202556,-97.8963501
10470,NY,Bronx,40.8978906,-73.8614222
42223,KY,Fort Campbell,36.6534381,-87.4546364
92706,CA,Santa Ana,33.7653243,-117.8792042
34946,FL,Fort Pierce,27.4813074,-80.3502733
97207,OR,Portland,45.5307588,-122.8479573
55415,MN,Minneapolis,44.9760743,-93.2595524
97208,OR,Portland,45.527358,-122.680074
63385,MO,Wentzville,38.808907,-90.8648364
35578,AL,Nauvoo,33.9582327,-87.442277
31402,GA,Savannah,32.0805297,-81.1078834
15938,PA,Lilly,40.4245888,-78.6246473
76094,TX,Arlington,39.1029124,-84.2439183
30205,GA,Brooks,33.2703599,-84.4641098
30355,GA,Atlanta,33.7544657,-84.3898151
41256,KY,Staffordsville,37.8266483,-82.8646386
30213,GA,Fairburn,33.5827769,-84.6093336
27932,NC,Edenton,36.0706272,-76.6159457
92702,CA,Santa Ana,33.7494951,-117.873221
76098,TX,Azle,32.8975875,-97.5437799
35160,AL,Talladega,33.4361001,-86.1213596
99207,WA,Spokane,47.6913457,-117.3947309
32854,FL,Orlando,30.6972412,-88.1892334
41033,KY,De Mossville,38.7865432,-84.4371252
33549,FL,Lutz,28.1354912,-82.4526735
83702,ID,Boise,43.6280144,-116.2070493
92618,CA,Irvine,33.6796902,-117.7365635
36027,AL,Eufaula,31.8831415,-85.1689244
42202,KY,Adairville,36.6744702,-86.8494448
41265,KY,Van Lear,37.769772,-82.7493958
41035,KY,Dry Ridge,38.7059805,-84.6130134
55713,MN,Buhl,47.4930967,-92.7754597
26142,WV,Davisville,39.202582,-81.4832669
87006,NM,Bosque,34.525395,-106.794462
32856,FL,Orlando,28.5421109,-81.3790304
02892,RI,West Kingston,41.492356,-71.5829646
30187,GA,Winston,33.6677912,-84.8461852
76103,TX,Fort Worth,32.7482691,-97.2660385
83701,ID,Boise,43.6171573,-116.201476
78956,TX,Schulenburg,29.6887447,-96.9260128
67301,KS,Independence,37.2252007,-95.7152736
78667,TX,San Marcos,29.8826436,-97.9405828
41301,KY,Campton,37.7141908,-83.5353564
92620,CA,Irvine,33.7080512,-117.7578863
53172,WI,South Milwaukee,42.9100168,-87.8655313
36043,AL,Hope Hull,32.2226804,-86.3894861
73069,OK,Norman,35.222912,-97.4625602
34689,FL,Tarpon Springs,28.146265,-82.7598597
21804,MD,Salisbury,38.3576999,-75.5641318
41268,KY,West Van Lear,37.7861477,-82.7819899
08028,NJ,Glassboro,39.7128253,-75.1081989
80011,CO,Aurora,39.7377133,-104.8147145
39746,MS,Hamilton,33.7541673,-88.4224525
30188,GA,Woodstock,34.1127329,-84.4677929
39654,MS,Monticello,31.5449739,-90.1145443
12986,NY,Tupper Lake,44.2269469,-74.4630543
98807,WA,Wenatchee,47.4380361,-120.3192299
55080,MN,Stanchfield,45.6623842,-93.1849525
42025,KY,Benton,36.8655176,-88.3321351
64744,MO,El Dorado Springs,37.843479,-93.9935265
10587,NY,Shenorock,40.9842872,-73.7885225
33042,FL,Summerland Key,24.659708,-81.4673378
07423,NJ,Ho Ho Kus,40.9984005,-74.102343
55066,MN,Red Wing,44.545632,-92.5606109
48030,MI,Hazel Park,42.4606985,-83.0982429
08077,NJ,Riverton,39.9980422,-74.9985601
74735,OK,Fort Towson,34.0183142,-95.2512147
29669,SC,Pelzer,34.6460682,-82.4353463
29928,SC,Hilton Head Island,32.1603763,-80.7522161
32170,FL,New Smyrna Beach,29.0258132,-80.9271271
89139,NV,Las Vegas,36.0893032,-115.2160235
32250,FL,Jacksonville Beach,30.2826073,-81.3984405
46816,IN,Fort Wayne,41.0169171,-85.0937384
93901,CA,Salinas,36.661985,-121.6496152
24579,VA,Natural Bridge Station,37.6032155,-79.5094663
08080,NJ,Sewell,39.7467024,-75.0839966
59323,MT,Colstrip,45.8868207,-106.6288543
27943,NC,Hatteras,35.214056,-75.6868804
74740,OK,Haworth,33.8496208,-94.6478404
74741,OK,Hendrix,33.7689537,-96.3318411
97436,OR,Elkton,43.7069458,-123.6899116
08835,NJ,Manville,40.5397343,-74.592804
39653,MS,Meadville,31.3978479,-90.9102408
33318,FL,Fort Lauderdale,26.809414,-80.13566
84087,UT,Woods Cross,40.870328,-111.9313247
12985,NY,Schuyler Falls,44.6004273,-73.6510528
07481,NJ,Wyckoff,40.9976428,-74.1659565
12531,NY,Holmes,41.5316629,-73.6710014
93888,CA,Fresno,36.7394421,-119.78483
30107,GA,Ball Ground,34.3230129,-84.3694263
32640,FL,Hawthorne,29.5925494,-82.0481785
40211,KY,Louisville,38.2424342,-85.8114176
78630,TX,Cedar Park,30.5998395,-98.0663559
02191,MA,North Weymouth,42.2469048,-70.9475222
90717,CA,Lomita,33.7971839,-118.3208006
76487,TX,Poolville,32.9841545,-97.8642249
91980,CA,Tecate,32.5863058,-116.6324988
34472,FL,Ocala,29.1205683,-82.0237608
46016,IN,Anderson,40.0991832,-85.6810321
79545,TX,Roscoe,32.4415674,-100.5589309
21032,MD,Crownsville,39.0442689,-76.6016481
89170,NV,Las Vegas,36.1674263,-115.1484131
32174,FL,Ormond Beach,29.2921611,-81.1035071
36925,AL,York,32.46873,-88.2582101
37010,TN,Adams,36.5572671,-87.124724
64106,MO,Kansas City,39.1059673,-94.5724944
92023,CA,Encinitas,33.0369867,-117.2919818
26330,WV,Bridgeport,39.2939441,-80.255335
89029,NV,Laughlin,35.1451403,-114.5987175
26062,WV,Weirton,40.410049,-80.5649077
65276,MO,Pilot Grove,38.8507801,-92.9364007
85122,AZ,Casa Grande,32.8888721,-111.7311744
92192,CA,San Diego,32.7174202,-117.162772
04476,ME,Penobscot,44.4719595,-68.7141685
60135,IL,Genoa,42.0955312,-88.6923601
89025,NV,Moapa,36.6195984,-114.6373423
98058,WA,Renton,47.4465573,-122.1458589
85206,AZ,Mesa,33.3979695,-111.7046556
53581,WI,Richland Center,43.3499766,-90.398257
57012,SD,Canistota,43.5482517,-97.1526531
57013,SD,Canton,43.2959073,-96.5968788
20907,MD,Silver Spring,38.9997621,-77.0240371
32210,FL,Jacksonville,30.2696017,-81.7284929
83651,ID,Nampa,43.6021534,-116.6122014
91962,CA,Pine Valley,32.818957,-116.512663
63138,MO,Saint Louis,38.7875683,-90.2124008
37361,TN,Ocoee,35.1104746,-84.6975465
03585,NH,Lisbon,44.2323041,-71.8992856
85138,AZ,Maricopa,33.0594765,-111.9740587
78631,TX,Harper,30.2950453,-99.2508009
88230,NM,Dexter,33.2432531,-104.4101927
89020,NV,Amargosa Valley,36.5244662,-116.4568634
71110,LA,Barksdale Afb,32.5026437,-93.6687831
92010,CA,Carlsbad,33.1655202,-117.3049236
55946,MN,Kenyon,44.270817,-92.9561034
33458,FL,Jupiter,26.9299361,-80.1235546
68937,NE,Elwood,40.6162288,-99.8531776
15050,PA,Hookstown,40.5514468,-80.4315404
25502,WV,Apple Grove,38.6572826,-82.1115064
