id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,mcc_type,fraud
7475497,2010-01-01 04:25:00,20,3857,$2.56,Swipe Transaction,59397,Weatherford,TX,76086.0,5812,,Eating Places and Restaurants,0.0
7477980,2010-01-01 15:10:00,20,4995,$50.28,Swipe Transaction,13646,Venus,TX,76084.0,7538,,Automotive Service Shops,
7478050,2010-01-01 15:25:00,20,3857,$42.67,Swipe Transaction,13646,Venus,TX,76084.0,7538,Insufficient Balance,Automotive Service Shops,0.0
7485587,2010-01-03 14:42:00,20,3895,$17.32,Swipe Transaction,50783,Weatherford,TX,76086.0,5411,,"Grocery Stores, Supermarkets",0.0
7485915,2010-01-03 15:56:00,20,5535,$48.68,Swipe Transaction,13646,Venus,TX,76084.0,7538,,Automotive Service Shops,0.0
7486270,2010-01-03 17:34:00,20,4995,$0.99,Swipe Transaction,86438,Weatherford,TX,76086.0,5499,,Miscellaneous Food Stores,
7486615,2010-01-03 20:06:00,20,5535,$73.35,Swipe Transaction,26810,Venus,TX,76084.0,5541,,Service Stations,0.0
7487151,2010-01-04 04:10:00,20,4995,$2.73,Swipe Transaction,26810,Venus,TX,76084.0,5541,,Service Stations,0.0
7491083,2010-01-05 05:11:00,20,3857,$37.93,Swipe Transaction,60569,Fort Worth,TX,76102.0,5300,,Wholesale Clubs,
7495056,2010-01-06 04:01:00,20,4995,$2.70,Swipe Transaction,57614,Venus,TX,76084.0,5411,,"Grocery Stores, Supermarkets",0.0
7497292,2010-01-06 13:43:00,20,3895,$47.90,Swipe Transaction,57614,Venus,TX,76084.0,5411,,"Grocery Stores, Supermarkets",
7497456,2010-01-06 14:25:00,20,3857,$54.57,Swipe Transaction,73081,Venus,TX,76084.0,5300,,Wholesale Clubs,0.0
7498273,2010-01-06 17:52:00,20,3895,$1.32,Swipe Transaction,86438,Weatherford,TX,76086.0,5499,,Miscellaneous Food Stores,0.0
7498323,2010-01-06 18:15:00,20,3895,$1.50,Swipe Transaction,86438,Weatherford,TX,76086.0,5499,,Miscellaneous Food Stores,0.0
7498647,2010-01-06 20:42:00,20,3895,$18.54,Swipe Transaction,59397,Weatherford,TX,76086.0,5812,,Eating Places and Restaurants,0.0
7499093,2010-01-07 04:19:00,20,3857,$3.33,Swipe Transaction,50783,Weatherford,TX,76086.0,5411,,"Grocery Stores, Supermarkets",
7502005,2010-01-07 16:39:00,20,3895,$92.00,Swipe Transaction,26810,Venus,TX,76084.0,5541,,Service Stations,0.0
7502039,2010-01-07 16:45:00,20,3895,$13.32,Swipe Transaction,26810,Venus,TX,76084.0,5541,,Service Stations,
7502076,2010-01-07 16:53:00,20,3895,$-92.00,Swipe Transaction,26810,Venus,TX,76084.0,5541,,Service Stations,
7502116,2010-01-07 17:05:00,20,5535,$87.00,Swipe Transaction,59935,Weatherford,TX,76085.0,5499,,Miscellaneous Food Stores,0.0
7502164,2010-01-07 17:23:00,20,5535,$28.16,Swipe Transaction,59935,Weatherford,TX,76085.0,5499,,Miscellaneous Food Stores,0.0
7502177,2010-01-07 17:27:00,20,5535,$-87.00,Swipe Transaction,59935,Weatherford,TX,76085.0,5499,,Miscellaneous Food Stores,0.0
7502206,2010-01-07 17:39:00,20,3857,$0.89,Swipe Transaction,86438,Weatherford,TX,76086.0,5499,,Miscellaneous Food Stores,0.0
7502291,2010-01-07 18:14:00,20,3857,$1.09,Swipe Transaction,86438,Weatherford,TX,76086.0,5499,,Miscellaneous Food Stores,
7509498,2010-01-09 17:34:00,20,5535,$1.26,Swipe Transaction,86438,Weatherford,TX,76086.0,5499,,Miscellaneous Food Stores,
7510386,2010-01-10 04:26:00,20,3895,$3.34,Swipe Transaction,50783,Weatherford,TX,76086.0,5411,,"Grocery Stores, Supermarkets",0.0
7513621,2010-01-10 17:45:00,20,3857,$1.03,Swipe Transaction,86438,Weatherford,TX,76086.0,5499,,Miscellaneous Food Stores,
7517579,2010-01-11 17:36:00,20,3857,$1.12,Swipe Transaction,86438,Weatherford,TX,76086.0,5499,,Miscellaneous Food Stores,0.0
7518024,2010-01-11 21:01:00,20,5535,$475.00,Swipe Transaction,78644,Las Vegas,NV,89148.0,3775,,Railroad Freight,0.0
7518448,2010-01-12 04:13:00,20,5011,$3.01,Swipe Transaction,93451,Collinsville,TX,76233.0,5411,,"Grocery Stores, Supermarkets",0.0
7521342,2010-01-12 16:33:00,20,5011,$-78.00,Swipe Transaction,22204,Decatur,TX,76234.0,5541,,Service Stations,
7521446,2010-01-12 16:53:00,20,5011,$30.40,Swipe Transaction,22204,Decatur,TX,76234.0,5541,,Service Stations,0.0
7521464,2010-01-12 16:58:00,20,5011,$78.00,Swipe Transaction,22204,Decatur,TX,76234.0,5541,,Service Stations,0.0
7521619,2010-01-12 17:55:00,20,3895,$1.20,Swipe Transaction,86438,Decatur,TX,76234.0,5499,,Miscellaneous Food Stores,0.0
7522418,2010-01-13 04:10:00,20,3857,$2.94,Swipe Transaction,22204,Decatur,TX,76234.0,5541,,Service Stations,0.0
7525151,2010-01-13 15:49:00,20,5011,$53.41,Swipe Transaction,22465,Gainesville,TX,76240.0,7538,,Automotive Service Shops,0.0
7526367,2010-01-14 03:11:00,20,4995,$2.72,Swipe Transaction,92883,Justin,TX,76247.0,5812,,Eating Places and Restaurants,
7530337,2010-01-15 04:16:00,20,5011,$2.68,Swipe Transaction,75781,Decatur,TX,76234.0,5411,,"Grocery Stores, Supermarkets",0.0
7530346,2010-01-15 04:36:00,20,4995,$3.52,Swipe Transaction,92883,Justin,TX,76247.0,5812,,Eating Places and Restaurants,0.0
7533858,2010-01-16 04:02:00,20,5011,$2.52,Swipe Transaction,10131,Collinsville,TX,76233.0,5812,,Eating Places and Restaurants,
7536703,2010-01-16 17:52:00,20,3857,$1.07,Swipe Transaction,86438,Decatur,TX,76234.0,5499,,Miscellaneous Food Stores,0.0
7540411,2010-01-17 16:02:00,20,3895,$51.00,Swipe Transaction,43293,Collinsville,TX,76233.0,5499,,Miscellaneous Food Stores,
7540454,2010-01-17 16:11:00,20,3895,$-84.00,Swipe Transaction,43293,Collinsville,TX,76233.0,5499,,Miscellaneous Food Stores,0.0
7540458,2010-01-17 16:12:00,20,3895,$-51.00,Swipe Transaction,43293,Collinsville,TX,76233.0,5499,,Miscellaneous Food Stores,0.0
7540504,2010-01-17 16:25:00,20,3895,$30.13,Swipe Transaction,43293,Collinsville,TX,76233.0,5499,Bad PIN,Miscellaneous Food Stores,0.0
7540505,2010-01-17 16:25:00,20,3895,$84.00,Swipe Transaction,43293,Collinsville,TX,76233.0,5499,,Miscellaneous Food Stores,0.0
7540527,2010-01-17 16:30:00,20,3895,$30.13,Swipe Transaction,43293,Collinsville,TX,76233.0,5499,,Miscellaneous Food Stores,
7540742,2010-01-17 17:37:00,20,4995,$1.07,Swipe Transaction,86438,Decatur,TX,76234.0,5499,,Miscellaneous Food Stores,
7541702,2010-01-18 04:25:00,20,4995,$2.05,Swipe Transaction,75936,Decatur,TX,76234.0,5814,,Fast Food Restaurants,0.0
7544429,2010-01-18 15:54:00,20,4995,$62.51,Swipe Transaction,32175,Keller,TX,76248.0,7538,,Automotive Service Shops,0.0
7544733,2010-01-18 17:05:00,20,3895,$0.92,Swipe Transaction,86438,Decatur,TX,76234.0,5499,,Miscellaneous Food Stores,0.0
7544848,2010-01-18 17:53:00,20,3857,$1.09,Swipe Transaction,86438,Decatur,TX,76234.0,5499,,Miscellaneous Food Stores,0.0
7545658,2010-01-19 04:10:00,20,3895,$2.68,Swipe Transaction,43293,Collinsville,TX,76233.0,5499,,Miscellaneous Food Stores,0.0
7545676,2010-01-19 04:39:00,20,4995,$3.94,Swipe Transaction,20519,Holland,TX,76534.0,5942,,Book Stores,0.0
7548247,2010-01-19 15:32:00,20,4995,$36.24,Swipe Transaction,32175,Keller,TX,76248.0,7538,,Automotive Service Shops,0.0
7548727,2010-01-19 17:40:00,20,4995,$1.05,Swipe Transaction,86438,Decatur,TX,76234.0,5499,,Miscellaneous Food Stores,
7549522,2010-01-20 04:16:00,20,4995,$2.86,Swipe Transaction,10131,Collinsville,TX,76233.0,5812,,Eating Places and Restaurants,
7552501,2010-01-20 16:47:00,20,5011,$32.09,Swipe Transaction,43293,Collinsville,TX,76233.0,5499,,Miscellaneous Food Stores,
7552555,2010-01-20 16:57:00,20,5011,$-70.00,Swipe Transaction,43293,Collinsville,TX,76233.0,5499,,Miscellaneous Food Stores,
7552559,2010-01-20 16:58:00,20,5011,$70.00,Swipe Transaction,43293,Collinsville,TX,76233.0,5499,,Miscellaneous Food Stores,0.0
7552697,2010-01-20 17:46:00,20,5535,$1.34,Swipe Transaction,86438,Decatur,TX,76234.0,5499,,Miscellaneous Food Stores,0.0
7553025,2010-01-20 20:20:00,20,3857,$69.20,Swipe Transaction,20561,Gainesville,TX,76240.0,5912,,Drug Stores and Pharmacies,0.0
7553230,2010-01-20 21:56:00,20,3895,$9.07,Swipe Transaction,31133,Collinsville,TX,76233.0,5813,,Drinking Places (Alcoholic Beverages),0.0
7553531,2010-01-21 04:29:00,20,3857,$2.63,Swipe Transaction,92883,Justin,TX,76247.0,5812,,Eating Places and Restaurants,0.0
7553754,2010-01-21 06:37:00,20,5535,$43.02,Swipe Transaction,69956,Gainesville,TX,76240.0,5310,,Discount Stores,0.0
7557379,2010-01-21 22:43:00,20,3895,$16.49,Swipe Transaction,68008,Wichita Falls,TX,76301.0,7832,,Motion Picture Theaters,
7557568,2010-01-22 04:26:00,20,3857,$2.91,Swipe Transaction,10131,Collinsville,TX,76233.0,5812,,Eating Places and Restaurants,
7559395,2010-01-22 14:10:00,20,5011,$48.07,Swipe Transaction,18215,Brownwood,TX,76801.0,5719,,Miscellaneous Home Furnishing Stores,0.0
7560202,2010-01-22 17:45:00,20,3857,$1.12,Swipe Transaction,86438,Decatur,TX,76234.0,5499,,Miscellaneous Food Stores,
7560577,2010-01-22 20:17:00,20,3895,$68.46,Swipe Transaction,22204,Decatur,TX,76234.0,5541,,Service Stations,0.0
7561108,2010-01-23 04:02:00,20,3895,$1.48,Swipe Transaction,75781,Decatur,TX,76234.0,5411,,"Grocery Stores, Supermarkets",0.0
7563833,2010-01-23 17:53:00,20,5011,$1.19,Swipe Transaction,86438,Decatur,TX,76234.0,5499,,Miscellaneous Food Stores,
7564205,2010-01-23 20:24:00,20,5011,$71.27,Swipe Transaction,60569,Lampasas,TX,76550.0,5300,,Wholesale Clubs,
7564736,2010-01-24 03:43:00,20,3857,$2.42,Swipe Transaction,75781,Decatur,TX,76234.0,5411,,"Grocery Stores, Supermarkets",0.0
7564766,2010-01-24 04:28:00,20,3895,$3.24,Swipe Transaction,43293,Collinsville,TX,76233.0,5499,,Miscellaneous Food Stores,0.0
7566608,2010-01-24 12:16:00,20,5535,$156.67,Swipe Transaction,78644,Las Vegas,NV,89148.0,3775,,Railroad Freight,0.0
7566628,2010-01-24 12:20:00,20,5535,$-475.00,Swipe Transaction,78644,Las Vegas,NV,89148.0,3775,,Railroad Freight,
7568445,2010-01-24 21:16:00,20,5535,$112.50,Swipe Transaction,22643,Venus,TX,76084.0,8011,,"Doctors, Physicians",0.0
7568836,2010-01-25 04:19:00,20,4995,$1.19,Swipe Transaction,50783,Weatherford,TX,76086.0,5411,,"Grocery Stores, Supermarkets",0.0
7571312,2010-01-25 14:31:00,20,3857,$2.67,Swipe Transaction,94360,Venus,TX,76084.0,7210,,Laundry Services,
7571867,2010-01-25 16:35:00,20,4995,$99.00,Swipe Transaction,26810,Venus,TX,76084.0,5541,,Service Stations,0.0
7571918,2010-01-25 16:45:00,20,4995,$-99.00,Swipe Transaction,26810,Venus,TX,76084.0,5541,,Service Stations,0.0
7571961,2010-01-25 16:58:00,20,4995,$32.34,Swipe Transaction,26810,Venus,TX,76084.0,5541,,Service Stations,0.0
7572041,2010-01-25 17:38:00,20,5535,$1.04,Swipe Transaction,86438,Weatherford,TX,76086.0,5499,,Miscellaneous Food Stores,0.0
7572899,2010-01-26 04:07:00,20,3857,$0.55,Swipe Transaction,59935,Weatherford,TX,76085.0,5499,,Miscellaneous Food Stores,0.0
7577029,2010-01-27 04:14:00,20,4995,$3.11,Swipe Transaction,57614,Venus,TX,76084.0,5411,,"Grocery Stores, Supermarkets",0.0
7579215,2010-01-27 13:32:00,20,3895,$91.90,Swipe Transaction,30286,Weatherford,TX,76086.0,4814,,Telecommunication Services,
7580497,2010-01-27 20:07:00,20,4995,$70.91,Swipe Transaction,81833,Weatherford,TX,76087.0,5912,,Drug Stores and Pharmacies,
7581062,2010-01-28 04:02:00,20,5535,$3.13,Swipe Transaction,79664,Venus,TX,76084.0,5814,,Fast Food Restaurants,0.0
7584199,2010-01-28 17:53:00,20,4995,$1.14,Swipe Transaction,86438,Weatherford,TX,76086.0,5499,,Miscellaneous Food Stores,0.0
7584696,2010-01-28 21:39:00,20,3895,$7.03,Swipe Transaction,78088,Venus,TX,76084.0,5813,,Drinking Places (Alcoholic Beverages),0.0
7585028,2010-01-29 04:16:00,20,3895,$3.59,Swipe Transaction,79664,Venus,TX,76084.0,5814,,Fast Food Restaurants,0.0
7588136,2010-01-29 20:20:00,20,5011,$105.70,Swipe Transaction,73081,Venus,TX,76084.0,5300,,Wholesale Clubs,0.0
7591515,2010-01-30 18:26:00,20,4995,$1.08,Swipe Transaction,86438,Weatherford,TX,76086.0,5499,,Miscellaneous Food Stores,0.0
7592339,2010-01-31 04:14:00,20,5535,$3.08,Swipe Transaction,59397,Weatherford,TX,76086.0,5812,,Eating Places and Restaurants,
7596323,2010-02-01 04:01:00,20,3857,$3.05,Swipe Transaction,50783,Weatherford,TX,76086.0,5411,,"Grocery Stores, Supermarkets",
7596348,2010-02-01 04:56:00,20,3857,$2.71,Swipe Transaction,50783,Weatherford,TX,76086.0,5411,,"Grocery Stores, Supermarkets",0.0
7599510,2010-02-01 17:31:00,20,1228,$1.31,Swipe Transaction,86438,Weatherford,TX,76086.0,5499,,Miscellaneous Food Stores,0.0
