id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,mcc_type,fraud
7475754,2010-01-01 06:53:00,17,4962,$89.46,Swipe Transaction,50783,Banner Elk,NC,28604.0,5411,,"Grocery Stores, Supermarkets",
7478525,2010-01-01 17:39:00,17,4962,$20.79,Swipe Transaction,3238,Hickory,NC,28602.0,5812,,Eating Places and Restaurants,
7478833,2010-01-01 19:28:00,17,4962,$23.94,Swipe Transaction,78454,Hickory,NC,28602.0,5812,,Eating Places and Restaurants,0.0
7479634,2010-01-02 05:50:00,17,4962,$129.00,Swipe Transaction,48919,Boone,NC,28607.0,5311,,Department Stores,0.0
7479686,2010-01-02 06:17:00,17,4962,$87.74,Swipe Transaction,50783,Banner Elk,NC,28604.0,5411,,"Grocery Stores, Supermarkets",0.0
7482231,2010-01-02 17:17:00,17,4962,$48.66,Swipe Transaction,78454,Hickory,NC,28602.0,5812,,Eating Places and Restaurants,0.0
7483041,2010-01-03 00:32:00,17,4962,$-55.00,Swipe Transaction,26810,Hickory,NC,28602.0,5541,,Service Stations,0.0
7483042,2010-01-03 00:32:00,17,4962,$48.16,Swipe Transaction,26810,Hickory,NC,28602.0,5541,,Service Stations,
7483050,2010-01-03 00:46:00,17,4962,$55.00,Swipe Transaction,26810,Hickory,NC,28602.0,5541,,Service Stations,0.0
7483268,2010-01-03 06:08:00,17,4962,$108.98,Swipe Transaction,43261,Hickory,NC,28602.0,5300,,Wholesale Clubs,0.0
7484473,2010-01-03 10:32:00,17,4962,$43.59,Swipe Transaction,34490,Connellys Springs,NC,28612.0,5719,,Miscellaneous Home Furnishing Stores,0.0
7485985,2010-01-03 16:15:00,17,4962,$4.53,Swipe Transaction,50783,Banner Elk,NC,28604.0,5411,,"Grocery Stores, Supermarkets",
7487272,2010-01-04 06:12:00,17,4962,$102.30,Swipe Transaction,50783,Banner Elk,NC,28604.0,5411,,"Grocery Stores, Supermarkets",0.0
7487537,2010-01-04 07:14:00,17,4962,$8.48,Swipe Transaction,74649,Hickory,NC,28602.0,5211,,Lumber and Building Materials,0.0
7491199,2010-01-05 06:19:00,17,4962,$88.00,Swipe Transaction,98022,Hickory,NC,28602.0,5411,,"Grocery Stores, Supermarkets",0.0
7491388,2010-01-05 07:05:00,17,4962,$33.43,Swipe Transaction,90865,Boone,NC,28607.0,5311,,Department Stores,0.0
7492455,2010-01-05 10:57:00,17,4962,$32.59,Swipe Transaction,26909,Statesville,NC,28625.0,5211,,Lumber and Building Materials,0.0
7494281,2010-01-05 18:13:00,17,4962,$40.50,Swipe Transaction,3238,Hickory,NC,28602.0,5812,,Eating Places and Restaurants,0.0
7495464,2010-01-06 07:15:00,17,4962,$35.89,Swipe Transaction,32858,Statesville,NC,28625.0,5311,,Department Stores,
7499216,2010-01-07 06:14:00,17,4962,$120.12,Swipe Transaction,81833,Hickory,NC,28602.0,5912,,Drug Stores and Pharmacies,0.0
7499664,2010-01-07 07:53:00,17,4962,$45.08,Swipe Transaction,90865,Boone,NC,28607.0,5311,,Department Stores,0.0
7500398,2010-01-07 10:38:00,17,4962,$34.70,Swipe Transaction,95688,Hickory,NC,28602.0,5912,,Drug Stores and Pharmacies,0.0
7501875,2010-01-07 16:07:00,17,4962,$6.06,Swipe Transaction,81833,Hickory,NC,28602.0,5912,,Drug Stores and Pharmacies,0.0
7503176,2010-01-08 06:13:00,17,4962,$95.70,Swipe Transaction,43261,Hickory,NC,28602.0,5300,,Wholesale Clubs,0.0
7504126,2010-01-08 10:52:00,17,4962,$38.01,Swipe Transaction,20519,Ronda,NC,28670.0,5942,,Book Stores,0.0
7504319,2010-01-08 11:34:00,17,4962,$30.74,Swipe Transaction,20519,Ronda,NC,28670.0,5942,,Book Stores,
7506101,2010-01-08 19:53:00,17,4962,$40.81,Swipe Transaction,32606,Hickory,NC,28602.0,7832,,Motion Picture Theaters,
7506840,2010-01-09 06:16:00,17,4962,$113.44,Swipe Transaction,43261,Hickory,NC,28602.0,5300,,Wholesale Clubs,0.0
7507605,2010-01-09 09:47:00,17,4962,$24.59,Swipe Transaction,60569,Crumpler,NC,28617.0,5300,,Wholesale Clubs,0.0
7507819,2010-01-09 10:40:00,17,4962,$39.09,Swipe Transaction,20519,Ronda,NC,28670.0,5942,,Book Stores,0.0
7508253,2010-01-09 12:20:00,17,4962,$0.00,Swipe Transaction,27092,Morganton,NC,28680.0,4829,,Money Transfer,
7509594,2010-01-09 18:23:00,17,4962,$30.01,Swipe Transaction,3238,Hickory,NC,28602.0,5812,,Eating Places and Restaurants,0.0
7510464,2010-01-10 06:00:00,17,4962,$111.83,Swipe Transaction,60569,Crumpler,NC,28617.0,5300,,Wholesale Clubs,
7511789,2010-01-10 10:49:00,17,4962,$39.62,Swipe Transaction,32858,Statesville,NC,28625.0,5311,,Department Stores,
7515922,2010-01-11 11:15:00,17,4962,$10.50,Swipe Transaction,26810,Hickory,NC,28602.0,5541,,Service Stations,
7518562,2010-01-12 06:07:00,17,4962,$117.78,Swipe Transaction,95688,Hickory,NC,28602.0,5912,,Drug Stores and Pharmacies,0.0
7519829,2010-01-12 10:57:00,17,4962,$32.13,Swipe Transaction,20519,Ronda,NC,28670.0,5942,,Book Stores,0.0
7519978,2010-01-12 11:27:00,17,4962,$30.47,Swipe Transaction,27601,Hickory,NC,28602.0,7538,,Automotive Service Shops,0.0
7521638,2010-01-12 18:03:00,17,4962,$32.51,Swipe Transaction,25887,Hickory,NC,28602.0,5814,,Fast Food Restaurants,0.0
7522014,2010-01-12 21:15:00,17,4962,$0.86,Swipe Transaction,14528,Hickory,NC,28602.0,5499,,Miscellaneous Food Stores,0.0
7522280,2010-01-13 00:36:00,17,4962,$61.00,Swipe Transaction,59935,Hickory,NC,28602.0,5499,,Miscellaneous Food Stores,
7522285,2010-01-13 00:41:00,17,4962,$-61.00,Swipe Transaction,59935,Hickory,NC,28602.0,5499,,Miscellaneous Food Stores,
7522288,2010-01-13 00:43:00,17,4962,$38.82,Swipe Transaction,59935,Hickory,NC,28602.0,5499,,Miscellaneous Food Stores,0.0
7522552,2010-01-13 06:14:00,17,4962,$111.16,Swipe Transaction,60569,Crumpler,NC,28617.0,5300,,Wholesale Clubs,0.0
7522794,2010-01-13 07:18:00,17,4962,$53.39,Swipe Transaction,25027,Hickory,NC,28602.0,5310,,Discount Stores,0.0
7525027,2010-01-13 15:15:00,17,4962,$8.82,Swipe Transaction,13523,Hickory,NC,28602.0,5310,,Discount Stores,0.0
7526548,2010-01-14 06:17:00,17,4962,$112.32,Swipe Transaction,81833,Hickory,NC,28602.0,5912,,Drug Stores and Pharmacies,0.0
