id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,mcc_type,fraud
7475837,2010-01-01 07:11:00,14,5159,$9.44,Swipe Transaction,92883,Waipahu,HI,96797.0,5812,,Eating Places and Restaurants,0.0
7481500,2010-01-02 14:08:00,14,2164,$123.35,Online Transaction,73186,ONLINE,,,4814,,Telecommunication Services,0.0
7483198,2010-01-03 05:27:00,14,2076,$64.87,Swipe Transaction,54850,Beaverton,OR,97006.0,4814,,Telecommunication Services,0.0
7485532,2010-01-03 14:28:00,14,2076,$84.66,Swipe Transaction,54850,Beaverton,OR,97006.0,4814,,Telecommunication Services,0.0
7498550,2010-01-06 19:52:00,14,4106,$24.36,Swipe Transaction,60569,West Linn,OR,97068.0,5300,,Wholesale Clubs,0.0
7502703,2010-01-07 21:25:00,14,4106,$88.73,Swipe Transaction,27103,Waipahu,HI,96797.0,5912,,Drug Stores and Pharmacies,0.0
7512826,2010-01-10 14:22:00,14,2076,$12.38,Swipe Transaction,17490,Waipahu,HI,96797.0,5310,,Discount Stores,0.0
7523190,2010-01-13 08:42:00,14,2164,$45.05,Swipe Transaction,2177,Honolulu,HI,96815.0,5411,,"Grocery Stores, Supermarkets",0.0
7525744,2010-01-13 19:05:00,14,4106,$17.44,Swipe Transaction,20561,Waipahu,HI,96797.0,5912,,Drug Stores and Pharmacies,
7529023,2010-01-14 15:37:00,14,4106,$0.00,Swipe Transaction,27092,Honolulu,HI,96817.0,4829,,Money Transfer,0.0
7530859,2010-01-15 08:22:00,14,2164,$39.84,Swipe Transaction,27103,Waipahu,HI,96797.0,5912,,Drug Stores and Pharmacies,
7531811,2010-01-15 12:29:00,14,2164,$48.84,Swipe Transaction,86410,Waipahu,HI,96797.0,5211,,Lumber and Building Materials,0.0
7544667,2010-01-18 16:46:00,14,4106,$582.58,Swipe Transaction,32489,Waipahu,HI,96797.0,8111,,Legal Services and Attorneys,
7548648,2010-01-19 17:06:00,14,2164,$62.60,Swipe Transaction,74631,Waipahu,HI,96797.0,7832,,Motion Picture Theaters,0.0
7557874,2010-01-22 07:21:00,14,2164,$13.26,Swipe Transaction,20561,Waipahu,HI,96797.0,5912,,Drug Stores and Pharmacies,
7559218,2010-01-22 13:28:00,14,2164,$50.23,Swipe Transaction,61195,Waipahu,HI,96797.0,5541,,Service Stations,0.0
7563079,2010-01-23 14:32:00,14,2164,$1.11,Swipe Transaction,92993,Waipahu,HI,96797.0,5300,,Wholesale Clubs,0.0
7563205,2010-01-23 15:03:00,14,2164,$0.00,Swipe Transaction,27092,Honolulu,HI,96817.0,4829,,Money Transfer,0.0
7564913,2010-01-24 06:16:00,14,2076,$7.52,Swipe Transaction,84181,Waipahu,HI,96797.0,5812,,Eating Places and Restaurants,0.0
7564925,2010-01-24 06:19:00,14,2164,$62.00,Swipe Transaction,61195,Waipahu,HI,96797.0,5541,,Service Stations,0.0
7564939,2010-01-24 06:22:00,14,2164,$32.76,Swipe Transaction,61195,Waipahu,HI,96797.0,5541,,Service Stations,
7564947,2010-01-24 06:24:00,14,2164,$-62.00,Swipe Transaction,61195,Waipahu,HI,96797.0,5541,,Service Stations,
7567237,2010-01-24 14:33:00,14,2164,$5.83,Swipe Transaction,8479,Waipahu,HI,96797.0,7210,,Laundry Services,0.0
7575905,2010-01-26 16:35:00,14,5159,$0.00,Swipe Transaction,27092,Honolulu,HI,96817.0,4829,,Money Transfer,
7579255,2010-01-27 13:39:00,14,2164,$50.10,Swipe Transaction,86410,Waipahu,HI,96797.0,5211,,Lumber and Building Materials,0.0
7581206,2010-01-28 06:18:00,14,5159,$13.04,Swipe Transaction,75936,Waipahu,HI,96797.0,5814,,Fast Food Restaurants,0.0
7581759,2010-01-28 08:30:00,14,2164,$46.43,Swipe Transaction,67450,Waipahu,HI,96797.0,5211,,Lumber and Building Materials,0.0
7584104,2010-01-28 17:12:00,14,2164,$53.88,Swipe Transaction,19756,Waipahu,HI,96797.0,7832,,Motion Picture Theaters,0.0
7585203,2010-01-29 06:31:00,14,2164,$78.00,Swipe Transaction,59935,Waipahu,HI,96797.0,5499,,Miscellaneous Food Stores,
7585253,2010-01-29 06:49:00,14,2164,$-78.00,Swipe Transaction,59935,Waipahu,HI,96797.0,5499,,Miscellaneous Food Stores,
7585272,2010-01-29 06:54:00,14,2164,$28.29,Swipe Transaction,59935,Waipahu,HI,96797.0,5499,,Miscellaneous Food Stores,
7585890,2010-01-29 09:59:00,14,2164,$32.82,Swipe Transaction,2177,Honolulu,HI,96815.0,5411,,"Grocery Stores, Supermarkets",
7594539,2010-01-31 13:37:00,14,2164,$19.96,Swipe Transaction,8479,Waipahu,HI,96797.0,7210,,Laundry Services,
7596360,2010-02-01 05:22:00,14,2164,$57.28,Online Transaction,73186,ONLINE,,,4814,,Telecommunication Services,
7599116,2010-02-01 15:50:00,14,2164,$0.00,Swipe Transaction,27092,Honolulu,HI,96817.0,4829,,Money Transfer,
7600563,2010-02-02 06:11:00,14,2164,$9.16,Swipe Transaction,92883,Waipahu,HI,96797.0,5812,,Eating Places and Restaurants,
7602723,2010-02-02 13:54:00,14,2164,$20.91,Online Transaction,47399,ONLINE,,,5815,,"Digital Goods - Media, Books, Apps",
7606627,2010-02-03 13:33:00,14,2164,$50.32,Swipe Transaction,17490,Waipahu,HI,96797.0,5310,,Discount Stores,
7612040,2010-02-04 20:32:00,14,2076,$188.99,Online Transaction,45453,ONLINE,,,6300,,"Insurance Sales, Underwriting",0.0
7615015,2010-02-05 15:44:00,14,4106,$1.49,Swipe Transaction,34702,Waipahu,HI,96797.0,5310,,Discount Stores,0.0
7615865,2010-02-05 20:44:00,14,2076,$121.53,Swipe Transaction,21242,Waipahu,HI,96797.0,4900,,"Utilities - Electric, Gas, Water, Sanitary",0.0
7618727,2010-02-06 15:39:00,14,4106,$0.00,Swipe Transaction,27092,Honolulu,HI,96817.0,4829,,Money Transfer,
7623290,2010-02-07 17:10:00,14,2164,$28.54,Swipe Transaction,74631,Waipahu,HI,96797.0,7832,,Motion Picture Theaters,0.0
7624303,2010-02-08 04:17:00,14,2164,$45.52,Online Transaction,73186,ONLINE,,,4814,,Telecommunication Services,
7629252,2010-02-09 08:43:00,14,2164,$49.47,Swipe Transaction,21925,Waipahu,HI,96797.0,5411,,"Grocery Stores, Supermarkets",
7631234,2010-02-09 15:32:00,14,4106,$0.00,Swipe Transaction,27092,Honolulu,HI,96817.0,4829,,Money Transfer,0.0
7633657,2010-02-10 09:34:00,14,2164,$12.36,Swipe Transaction,81038,Waipahu,HI,96797.0,8099,,Medical Services,0.0
7635407,2010-02-10 15:46:00,14,4106,$119.72,Swipe Transaction,21242,Waipahu,HI,96797.0,4900,,"Utilities - Electric, Gas, Water, Sanitary",0.0
7636195,2010-02-10 20:47:00,14,2164,$154.78,Swipe Transaction,21242,Waipahu,HI,96797.0,4900,,"Utilities - Electric, Gas, Water, Sanitary",0.0
7636745,2010-02-11 05:45:00,14,2164,$-69.00,Swipe Transaction,59935,Waipahu,HI,96797.0,5499,,Miscellaneous Food Stores,0.0
7636754,2010-02-11 05:53:00,14,2164,$31.03,Swipe Transaction,59935,Waipahu,HI,96797.0,5499,,Miscellaneous Food Stores,0.0
7636756,2010-02-11 05:54:00,14,2164,$69.00,Swipe Transaction,59935,Waipahu,HI,96797.0,5499,,Miscellaneous Food Stores,0.0
7637094,2010-02-11 07:16:00,14,2164,$32.46,Swipe Transaction,59858,Waipahu,HI,96797.0,7349,,Cleaning and Maintenance Services,0.0
7646416,2010-02-13 13:52:00,14,4106,$27.94,Online Transaction,39261,ONLINE,,,5815,,"Digital Goods - Media, Books, Apps",0.0
7650930,2010-02-14 15:42:00,14,2164,$0.00,Swipe Transaction,27092,Honolulu,HI,96817.0,4829,,Money Transfer,
7655054,2010-02-15 15:36:00,14,2164,$59.60,Swipe Transaction,91078,Waipahu,HI,96797.0,7230,,Beauty and Barber Shops,0.0
7656415,2010-02-16 05:30:00,14,5159,$78.00,Swipe Transaction,59935,Waipahu,HI,96797.0,5499,,Miscellaneous Food Stores,0.0
7656424,2010-02-16 05:34:00,14,5159,$29.59,Swipe Transaction,59935,Waipahu,HI,96797.0,5499,,Miscellaneous Food Stores,
7656452,2010-02-16 05:52:00,14,5159,$-78.00,Swipe Transaction,59935,Waipahu,HI,96797.0,5499,,Miscellaneous Food Stores,
7659027,2010-02-16 15:35:00,14,2076,$0.00,Swipe Transaction,27092,Honolulu,HI,96817.0,4829,,Money Transfer,
7660510,2010-02-17 06:16:00,14,4106,$10.01,Swipe Transaction,2177,Honolulu,HI,96815.0,5411,,"Grocery Stores, Supermarkets",0.0
7663095,2010-02-17 15:35:00,14,2164,$0.00,Swipe Transaction,27092,Honolulu,HI,96817.0,4829,,Money Transfer,0.0
7671800,2010-02-19 20:39:00,14,4106,$202.80,Swipe Transaction,535,Waipahu,HI,96797.0,6300,,"Insurance Sales, Underwriting",0.0
7674521,2010-02-20 15:12:00,14,4106,$0.00,Swipe Transaction,27092,Honolulu,HI,96817.0,4829,,Money Transfer,0.0
7677851,2010-02-21 12:17:00,14,2164,$12.92,Swipe Transaction,68751,Honolulu,HI,96816.0,5651,,Family Clothing Stores,0.0
7688369,2010-02-24 05:46:00,14,2164,$-54.00,Swipe Transaction,61195,Waipahu,HI,96797.0,5541,,Service Stations,0.0
7688370,2010-02-24 05:48:00,14,2164,$54.00,Swipe Transaction,61195,Waipahu,HI,96797.0,5541,,Service Stations,0.0
7688377,2010-02-24 05:52:00,14,2164,$30.73,Swipe Transaction,61195,Waipahu,HI,96797.0,5541,,Service Stations,0.0
7690426,2010-02-24 13:11:00,14,4106,$33.70,Swipe Transaction,86410,Waipahu,HI,96797.0,5211,,Lumber and Building Materials,0.0
7692626,2010-02-25 06:26:00,14,4106,$11.19,Swipe Transaction,92883,Waipahu,HI,96797.0,5812,,Eating Places and Restaurants,0.0
7696542,2010-02-26 04:51:00,14,2164,$36.08,Swipe Transaction,54850,Beaverton,OR,97006.0,4814,,Telecommunication Services,0.0
7697535,2010-02-26 10:26:00,14,2164,$23.47,Swipe Transaction,60569,West Linn,OR,97068.0,5300,,Wholesale Clubs,
7698925,2010-02-26 15:42:00,14,5159,$0.00,Swipe Transaction,27092,Honolulu,HI,96817.0,4829,,Money Transfer,0.0
7698980,2010-02-26 15:56:00,14,5159,$2.02,Swipe Transaction,41016,Waipahu,HI,96797.0,5651,,Family Clothing Stores,0.0
7700255,2010-02-27 04:16:00,14,2076,$21.22,Swipe Transaction,61195,Waipahu,HI,96797.0,5541,,Service Stations,
7701850,2010-02-27 13:02:00,14,2164,$47.21,Swipe Transaction,61195,Waipahu,HI,96797.0,5541,,Service Stations,0.0
7706697,2010-02-28 15:47:00,14,5159,$0.00,Swipe Transaction,27092,Honolulu,HI,96817.0,4829,,Money Transfer,
7711039,2010-03-01 17:04:00,14,2076,$55.07,Swipe Transaction,74631,Waipahu,HI,96797.0,7832,,Motion Picture Theaters,0.0
7712759,2010-03-02 08:33:00,14,2164,$42.19,Swipe Transaction,34702,Waipahu,HI,96797.0,5310,,Discount Stores,0.0
7715840,2010-03-02 21:51:00,14,2076,$155.74,Swipe Transaction,535,Waipahu,HI,96797.0,6300,,"Insurance Sales, Underwriting",0.0
7717637,2010-03-03 10:59:00,14,2164,$43.97,Swipe Transaction,36934,Waipahu,HI,96797.0,7538,,Automotive Service Shops,0.0
7719012,2010-03-03 15:41:00,14,5159,$1.60,Swipe Transaction,68751,Honolulu,HI,96816.0,5651,,Family Clothing Stores,
7719090,2010-03-03 15:59:00,14,2164,$1.78,Swipe Transaction,68751,Honolulu,HI,96816.0,5651,Technical Glitch,Family Clothing Stores,
7722091,2010-03-04 11:52:00,14,4106,$44.16,Online Transaction,76210,ONLINE,,,5732,,Electronics Stores,0.0
7722547,2010-03-04 13:20:00,14,2164,$41.09,Swipe Transaction,27103,Waipahu,HI,96797.0,5912,,Drug Stores and Pharmacies,
7723840,2010-03-04 19:29:00,14,2164,$11.24,Swipe Transaction,92993,Waipahu,HI,96797.0,5300,,Wholesale Clubs,
7724327,2010-03-04 23:53:00,14,4106,$154.00,Swipe Transaction,3558,Garibaldi,OR,97118.0,3640,,"Lighting, Fixtures, Electrical Supplies",0.0
7724529,2010-03-05 05:34:00,14,4106,$21.68,Swipe Transaction,26810,Kailua,HI,96734.0,5541,,Service Stations,0.0
