id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,mcc_type,fraud
7475731,2010-01-01 6:47,2,3298,$0.72 ,Swipe Transaction,60569,Bronx,NY,10462,5300,,Wholesale Clubs,0
7480913,2010-01-02 11:51,2,3298,$81.41 ,Swipe Transaction,61806,Bronx,NY,10460,5912,,Drug Stores and Pharmacies,0
7481644,2010-01-02 14:43,2,2919,$13.68 ,Swipe Transaction,83271,Bronx,NY,10460,4214,,Motor Freight Carriers and Trucking,0
7481700,2010-01-02 14:56,2,3298,$30.76 ,Swipe Transaction,5518,Bronx,NY,10460,5621,,Women's Ready-To-Wear Stores,
7481944,2010-01-02 15:57,2,2576,$4.78 ,Swipe Transaction,83271,Bronx,NY,10460,4214,,Motor Freight Carriers and Trucking,0
7482277,2010-01-02 17:34,2,3298,$12.88 ,Swipe Transaction,97448,Bronx,NY,10460,5411,,"Grocery Stores, Supermarkets",0
7482707,2010-01-02 20:45,2,3298,$25.39 ,Swipe Transaction,60569,Bronx,NY,10462,5300,,Wholesale Clubs,0
7482826,2010-01-02 21:44,2,3298,$26.27 ,Swipe Transaction,46746,Bronx,NY,10460,5211,,Lumber and Building Materials,0
7483924,2010-01-03 8:32,2,2576,$103.36 ,Online Transaction,86369,ONLINE,,,4899,,"Cable, Satellite, and Other Pay Television Services",0
7485480,2010-01-03 14:11,2,2576,$10.33 ,Swipe Transaction,83271,Bronx,NY,10460,4214,,Motor Freight Carriers and Trucking,
7485630,2010-01-03 14:51,2,2576,$10.75 ,Swipe Transaction,83271,Bronx,NY,10460,4214,,Motor Freight Carriers and Trucking,
7486207,2010-01-03 17:04,2,2919,($57.00),Swipe Transaction,61195,Bronx,NY,10460,5541,,Service Stations,0
7486227,2010-01-03 17:15,2,2919,$57.00 ,Swipe Transaction,61195,Bronx,NY,10460,5541,,Service Stations,0
7486259,2010-01-03 17:29,2,2919,$26.08 ,Swipe Transaction,61195,Bronx,NY,10460,5541,,Service Stations,
7487326,2010-01-04 6:25,2,2919,$66.10 ,Swipe Transaction,19300,Bronx,NY,10460,4111,,Local and Suburban Commuter Transportation,
7488688,2010-01-04 11:29,2,2576,$17.01 ,Swipe Transaction,41515,Bronx,NY,10460,5300,,Wholesale Clubs,0
7489637,2010-01-04 14:56,2,2576,$6.80 ,Swipe Transaction,83480,Bronx,NY,10460,9402,,Postal Services - Government Only,0
7490176,2010-01-04 17:02,2,2576,$57.00 ,Swipe Transaction,61195,Bronx,NY,10460,5541,,Service Stations,0
7490183,2010-01-04 17:06,2,2576,$28.35 ,Swipe Transaction,61195,Bronx,NY,10460,5541,,Service Stations,
7490242,2010-01-04 17:29,2,2576,($57.00),Swipe Transaction,61195,Bronx,NY,10460,5541,,Service Stations,0
7490760,2010-01-04 21:57,2,2576,$19.77 ,Swipe Transaction,41515,Bronx,NY,10460,5300,,Wholesale Clubs,0
7493520,2010-01-05 14:44,2,3298,$11.75 ,Swipe Transaction,83271,Bronx,NY,10460,4214,,Motor Freight Carriers and Trucking,0
7494160,2010-01-05 17:17,2,2576,$23.85 ,Swipe Transaction,61195,Bronx,NY,10460,5541,,Service Stations,0
7494182,2010-01-05 17:27,2,2576,$81.00 ,Swipe Transaction,61195,Bronx,NY,10460,5541,,Service Stations,
7494185,2010-01-05 17:28,2,2576,($81.00),Swipe Transaction,61195,Bronx,NY,10460,5541,,Service Stations,0
7497533,2010-01-06 14:42,2,2576,$10.15 ,Swipe Transaction,83271,Bronx,NY,10460,4214,,Motor Freight Carriers and Trucking,0
7497977,2010-01-06 16:18,2,2919,$42.55 ,Online Transaction,73186,ONLINE,,,4814,,Telecommunication Services,0
7498757,2010-01-06 21:38,2,2576,$33.63 ,Swipe Transaction,20561,Bronx,NY,10460,5912,,Drug Stores and Pharmacies,0
7501470,2010-01-07 14:35,2,2919,$13.10 ,Swipe Transaction,83271,Bronx,NY,10460,4214,,Motor Freight Carriers and Trucking,0
7502154,2010-01-07 17:19,2,3298,$11.25 ,Swipe Transaction,20561,Bronx,NY,10460,5912,,Drug Stores and Pharmacies,0
7502228,2010-01-07 17:48,2,2919,$6.50 ,Swipe Transaction,61806,Bronx,NY,10460,5912,,Drug Stores and Pharmacies,
7502771,2010-01-07 21:53,2,2919,$34.22 ,Swipe Transaction,20519,Bronx,NY,10464,5942,,Book Stores,0
7505078,2010-01-08 14:41,2,2576,$30.45 ,Swipe Transaction,67570,Bronx,NY,10466,5311,,Department Stores,0
7506365,2010-01-08 21:49,2,2576,$20.16 ,Swipe Transaction,46746,Bronx,NY,10460,5211,,Lumber and Building Materials,0
7512085,2010-01-10 11:49,2,2576,$100.52 ,Swipe Transaction,41515,Bronx,NY,10460,5300,,Wholesale Clubs,0
7512912,2010-01-10 14:45,2,2576,$10.41 ,Swipe Transaction,83271,Bronx,NY,10460,4214,,Motor Freight Carriers and Trucking,0
7514552,2010-01-11 6:01,2,2576,$70.82 ,Swipe Transaction,19300,Bronx,NY,10460,4111,,Local and Suburban Commuter Transportation,0
7516073,2010-01-11 11:47,2,2576,$92.85 ,Swipe Transaction,61195,Bronx,NY,10460,5541,,Service Stations,0
7516562,2010-01-11 13:28,2,3298,$334.09 ,Swipe Transaction,51800,Bronx,NY,10460,8011,,"Doctors, Physicians",0
7516932,2010-01-11 14:53,2,2576,$8.86 ,Swipe Transaction,83271,Bronx,NY,10460,4214,,Motor Freight Carriers and Trucking,0
7518054,2010-01-11 21:20,2,2576,$29.05 ,Swipe Transaction,20519,Bronx,NY,10464,5942,,Book Stores,0
7518116,2010-01-11 21:51,2,2919,$26.53 ,Swipe Transaction,34490,Bronx,NY,10469,5719,,Miscellaneous Home Furnishing Stores,0
7522067,2010-01-12 21:37,2,3298,$22.67 ,Swipe Transaction,32858,Bronx,NY,10465,5311,,Department Stores,0
